ID	Value
htd8001	Nagaland\NNP is\VBZ a\DT region\NN of\IN high\JJ hills\NNS ,\, gallant\JJ flowing\JJ rivers\NNS and\CC narrow\JJ valleys\NNS .\.
htd8002	Kohima\NNP ,\, the\DT capital\NN of\IN Nagaland\NNP ,\, is\VBZ rich\JJ with\IN forest\NN wealth\NN and\CC natural\JJ beauty\NN .\.
htd8003	Located\VBN in\IN the\DT south\NN -\: west\NN direction\NN of\IN Nagaland\NNP state\NN ,\, Kohima\NNP is\VBZ situated\VBN at\IN a\DT height\NN of\IN 1500\CD metres\NNS above\IN the\DT sea\NN level\NN .\.
htd8004	Nagaland\NNP is\VBZ a\DT region\NN of\IN high\JJ hills\NNS ,\, gallant\JJ flowing\JJ rivers\NNS and\CC narrow\JJ valleys\NNS .\.
htd8005	Kohima\NNP ,\, the\DT capital\NN of\IN Nagaland\NNP ,\, is\VBZ rich\JJ with\IN forest\NN wealth\NN and\CC natural\JJ beauty\NN .\.
htd8006	Located\VBN in\IN the\DT south\NN -\: west\NN direction\NN of\IN Nagaland\NNP state\NN ,\, Kohima\NNP is\VBZ situated\VBN at\IN a\DT height\NN of\IN 1500\CD metres\NNS above\IN the\DT sea\NN level\NN .\.
htd8007	The\DT Kohima\NNP region\NN of\IN straight\JJ ,\, simple\JJ ,\, innocent\JJ but\CC brave\VB and\CC fearless\JJ Nagas\NNP is\VBZ the\DT north-eastern\JJ area\NN of\IN Himalaya\NNP Mountain\NNP Range\NNP .\.
htd8008	Clean\JJ ,\, unpolluted\JJ environment\NN of\IN Kohima\NNP gives\VBZ such\PDT a\DT freshness\NN to\TO the\DT tourists\NNS coming\VBG ahead\RB which\WDT they\PRP can\MD not\RB forget\VB for\IN the\DT whole\NN of\IN their\PRP$ life\NN .\.
htd8009	Kohima\NNP city\NN with\IN multicoloured\JJ culture\NN looks\VBZ very\RB alive\JJ .\.
htd8010	Among\IN the\DT 7\CD states\NNS of\IN north-eastern\JJ India\NNP ,\, the\DT geographical\JJ location\NN of\IN Nagaland\NNP is\VBZ very\RB important\JJ from\IN the\DT military\JJ point\NN of\IN view\NN .\.
htd8011	Nagaland\NNP is\VBZ surrounded\VBN by\IN Myanmar\NNP in\IN the\DT east\JJ ,\, Assam\NNP in\IN the\DT west\NN ,\, Arunachal\NNP Pradesh\NNP in\IN the\DT north\NN and\CC Manipur\NNP in\IN the\DT south\NN .\.
htd8012	The\DT official\JJ language\NN of\IN Nagaland\NNP state\NN is\VBZ Nagamese\JJ .\.
htd8013	Nagamese\JJ language\NN -LRB-\-LRB- the\DT language\NN of\IN Nagaland\NNP -RRB-\-RRB- is\VBZ very\RB much\RB similar\JJ to\TO Assamese\NNP .\.
htd8014	One\CD among\IN the\DT visiting\VBG places\NNS of\IN Nagaland\NNP ,\, Kohima\NNP settled\VBD on\IN the\DT hill\NN is\VBZ a\DT city\NN fully\RB colored\VBN in\IN the\DT color\NN of\IN modernity\NN .\.
htd8015	From\IN youths\NNS to\TO the\DT elders\NNS are\VBP seen\VBN chirping\VBG in\IN modern\JJ dresses\NNS on\IN the\DT roads\NNS in\IN Kohima\NNP .\.
htd8016	In\IN the\DT markets\NNS of\IN Kohima\NNP ,\, groups\NNS of\IN women\NNS come\VBN in\IN view\NN selling\NN oranges\NNS somewhere\RB and\CC fruits\NNS of\IN other\JJ kinds\NNS somewhere\RB else\RB .\.
htd8017	Knitting\NNP is\VBZ done\VBN in\IN each\DT house\NN in\IN Kohima\NNP .\.
htd8018	In\IN Kohima\NNP city\NN ,\, the\DT place\NN worth\IN visiting\VBG is\VBZ the\DT War\NNP Memorial\NNP built\VBD in\IN the\DT memory\NN of\IN the\DT soldiers\NNS killed\VBN at\IN the\DT hands\NNS of\IN the\DT Japanese\NNP in\IN the\DT second\JJ World\NNP War\NNP .\.
htd8019	The\DT wild\JJ life\NN park\NN of\IN Kohima\NNP is\VBZ situated\VBN on\IN the\DT hill\NN slope\NN .\.
htd8020	Tourists\NNS can\MD see\VB a\DT beautiful\JJ glimpse\NN of\IN all\PDT the\DT types\NNS of\IN fauna\NNS found\VBN in\IN Nagaland\NNP in\IN the\DT Wild\NNP Life\NNP Park\NNP of\IN Kohima\NNP .\.
htd8021	In\IN the\DT zoo\NN of\IN Kohima\NNP ,\, tourists\NNS can\MD also\RB see\VB rare\JJ animals\NNS and\CC birds\NNS like\IN golden\JJ ape\NN .\.
htd8022	Catholic\NNP Cathedral\NNP '\POS is\VBZ an\DT important\JJ landmark\NN of\IN Kohima\NNP .\.
htd8023	Catholic\NNP Cathedral\NNP is\VBZ the\DT largest\JJS church\NN of\IN north\RB east\JJ .\.
htd8024	The\DT architecture\NN of\IN Catholic\NNP Cathedral\NNP is\VBZ worth\JJ visiting\VBG .\.
htd8025	Beautiful\JJ art\NN works\NNS of\IN glass\NN paintings\NNS is\VBZ the\DT specialty\NN of\IN Catholic\NNP Cathedral\NNP .\.
htd8026	The\DT village\NN with\IN biggest\JJS population\NN in\IN Asia\NNP is\VBZ in\IN Kohima\NNP itself\PRP .\.
htd8027	This\DT village\NN of\IN Kohima\NNP is\VBZ known\VBN with\IN the\DT name\NN of\IN '\'' Badi\NNP Basti\NNP '\POS .\.
htd8028	Badi\NNP Basti\NNP '\POS village\NN reminds\VBZ of\IN the\DT ancestors\NNS of\IN the\DT Nagas\NNP .\.
htd8029	A\DT big\JJ door\NN of\IN wood\NN is\VBZ the\DT entrance\NN of\IN the\DT '\'' Badi\NNP Basti\NNP '\POS .\.
htd8030	On\IN this\DT door\NN of\IN wood\NN along\IN with\IN weapons\NNS ,\, pictures\NNS of\IN warriors\NNS are\VBP also\RB engraved\VBN .\.
htd8031	The\DT '\'' State\NNP Museum\NNP '\POS located\VBN in\IN Kohima\NNP tells\VBZ the\DT old\JJ historical\JJ history\NN of\IN the\DT Naga\NNP tribe\NN .\.
