ID	Value
htd14001	दूसरे\QT_QTC तटों\N_NN पर\PSP भी\RP_RPD हम\PR_PRP गए\V_VM ।\RD_PUNC
htd14002	लौटकर\V_VM यहाँ\DM_DMD के\PSP फोटो\N_NN देखकर\V_VM लगता\V_VM है\V_VAUX कि\CC_CCS क्या\DM_DMQ लहरें\N_NN थीं\V_VM ।\RD_PUNC
htd14003	नील\N_NNP द्वीप\N_NNP पर\PSP प्लास्टिक\JJ नाव\N_NN में\PSP लगे\V_VM शीशे\N_NN में\PSP से\PSP समुद्र\N_NN में\PSP कुछ\QT_QTF फुट\N_NN गहराई\N_NN में\PSP विविध\JJ आकार-प्रकार\N_NN व\CC_CCD रंगों\N_NN के\PSP कोरल्स\N_NN (\RD_PUNC मूँगों\N_NN )\RD_PUNC की\PSP नायाब\JJ दुनिया\N_NN से\PSP परिचय\N_NN हुआ\V_VM ।\RD_PUNC
htd14004	कई\QT_QTF तटों\N_NN पर\PSP रोमांचप्रेमी\JJ पर्यटकों\N_NN को\PSP अनुभवी\JJ गाइड\N_NN की\PSP निगरानी\N_NN में\PSP कोरल्स\N_NN व\CC_CCD जीवजंतुओं\N_NN को\PSP नजदीक\N_NN से\PSP महसूस\N_NN करने\V_VM के\PSP लिए\PSP स्नोरकेलिंग\N_NN भी\RP_RPD करने\V_VM को\PSP मिल\V_VM जाती\V_VAUX है\V_VAUX ।\RD_PUNC
htd14005	नारियल\N_NN इतने\DM_DMI कि\CC_CCS पानी\N_NN की\PSP जरूरत\N_NN महसूस\N_NN न\RP_NEG हुई\V_VM ।\RD_PUNC
htd14006	लालबादामी\JJ रंग\N_NN के\PSP नारियल\N_NN का\PSP पानी\N_NN ज्यादा\QT_QTF मिठास\N_NN भरा\V_VM होता\V_VM है\V_VAUX ।\RD_PUNC
htd14007	पेड़\N_NN पर\PSP लगा\V_VM हरा\JJ नारियल\N_NN बड़े\JJ आकार\N_NN का\PSP हो\V_VM जाए\V_VAUX तो\RP_RPD स्वाद\N_NN कोका-कोला\N_NN जैसा\JJ हो\V_VM जाता\V_VAUX है\V_VAUX ,\RD_PUNC पीकर\V_VM ऐसा\DM_DMI लगा\V_VM भी\RP_RPD ।\RD_PUNC
htd14008	हरे\JJ रंग\N_NN के\PSP आम\JJ नारियल\N_NN में\PSP मिठास\N_NN व\CC_CCD स्वाद\N_NN साधारण\JJ होता\V_VM है\V_VAUX ।\RD_PUNC
htd14009	अंदर\N_NST का\PSP गूदा\N_NN खाना\V_VM हो\V_VAUX तो\RP_RPD नारियल\N_NN से\PSP ही\RP_RPD बना\V_VM चम्मच\N_NN तुरंत\RB हाजिर\N_NN ।\RD_PUNC
htd14010	सेहत\N_NN भी\RP_RPD और\CC_CCD लुत्फ़\N_NN भी\RP_RPD ,\RD_PUNC प्यास\N_NN बुझे\V_VM सो\CC_CCS अलग\N_NN ।\RD_PUNC
htd14011	नील\N_NNP में\PSP रात\N_NN को\PSP रुक\V_VM सकते\V_VAUX हैं\V_VAUX ,\RD_PUNC हमें\PR_PRP तो\RP_RPD दोपहर\N_NN बाद\N_NN लौटना\V_VM ही\RP_RPD था\V_VAUX ।\RD_PUNC
htd14012	वापसी\N_NN का\PSP सफर\N_NN हैवलॉक\N_NNP द्वीप\N_NNP को\PSP छूते\V_VM हुए\V_VAUX रहा\V_VM ।\RD_PUNC
htd14013	यहाँ\DM_DMD भी\RP_RPD रात\N_NN को\PSP ठहरने\V_VM के\PSP लिए\PSP आरामदेह\JJ ठिकाने\N_NN हैं\V_VM ।\RD_PUNC
htd14014	हैवलॉक\N_NNP से\PSP सवारियाँ\N_NN उतार\V_VM व\CC_CCD चिट्ठियाँ\N_NN चढ़ाकर\V_VM जहाज\N_NN जब\PR_PRL पोर्ट\N_NNP ब्लेयर\N_NNP की\PSP ओर\N_NN चला\V_VM तो\RP_RPD शाम\N_NN के\PSP रंग\N_NN पानी\N_NN पर\PSP उतर\V_VM रहे\V_VAUX थे\V_VAUX ।\RD_PUNC
htd14015	बारिश\N_NN होकर\V_VM थमी\V_VM तो\RP_RPD चलती\JJ हवा\N_NN ने\PSP लहरों\N_NN की\PSP चाल\N_NN बदल\V_VM दी\V_VAUX ।\RD_PUNC
htd14016	हवा\N_NN सामने\N_NN से\PSP आ\V_VM रही\V_VAUX थी\V_VAUX ।\RD_PUNC
htd14017	लहरें\N_NN परेशान\N_NN ,\RD_PUNC जहाज\N_NN हल्के\JJ हिचकोले\N_NN लेता\V_VM रहा\V_VAUX ।\RD_PUNC
htd14018	ऐसे\DM_DMI में\PSP कई\QT_QTF पर्यटकों\N_NN को\PSP सिर\N_NN दर्द\N_NN हो\V_VM जाता\V_VAUX है\V_VAUX (\RD_PUNC सी\JJ सिकनेस\N_NN )\RD_PUNC ।\RD_PUNC
htd14019	डैक\N_NN पर\PSP खड़े\V_VM हों\V_VAUX तो\RP_RPD गहरे\JJ रंगों\N_NN में\PSP डूबता\V_VM पानी\N_NN डर\V_VM भरा\QT_QTF रोमांच\N_NN रोम-रोम\N_NN में\PSP भर\V_VM देता\V_VAUX है\V_VAUX ।\RD_PUNC
htd14020	नील\N_NNP से\PSP वाया\N_NN हैवलॉक\N_NNP होते\V_VM पोर्ट\N_NNP ब्लेयर\N_NNP तक\PSP चार\QT_QTC घंटे\N_NN से\PSP ज्यादा\QT_QTF वक्‍त\N_NN लेता\V_VM है\V_VAUX ।\RD_PUNC
htd14021	इस\DM_DMD जहाज\N_NN में\PSP स्टाफ\JJ कैंटीन\N_NN भी\RP_RPD खुली\V_VM न\RP_NEG थी\V_VAUX ,\RD_PUNC यहाँ\DM_DMD समझ\N_NN में\PSP आया\V_VM चाय\N_NN कितनी\DM_DMQ जरूरी\N_NN है\V_VM ।\RD_PUNC
htd14022	अब\N_NST नौसेना\N_NN के\PSP अधीन\N_NN ,\RD_PUNC कभी\DM_DMI अंग्रेजों\N_NN व\CC_CCD जापानियों\N_NN की\PSP राजधानी\N_NN रहा\V_VM रौस\N_NNP आईलैंड\N_NNP पोर्ट\N_NNP ब्लेयर\N_NNP का\PSP पड़ोसी\N_NN है\V_VM ।\RD_PUNC
htd14023	अगली\N_NN सुबह\N_NN की\PSP यात्रा\N_NN तीन\QT_QTC द्वीपों\N_NN की\PSP सैर\N_NN कराने\V_VM वाली\JJ रही\V_VAUX मगर\CC_CCD हमें\PR_PRP सिर्फ\QT_QTF रौस\N_NNP जाना\V_VM था\V_VAUX ।\RD_PUNC
htd14024	जाते\V_VM समय\N_NN बाएँ\N_NN तरफ\N_NN जो\PR_PRL टापू\N_NN दिखता\V_VM है\V_VAUX वह\PR_PRP नार्थबे\N_NNP है\V_VM ।\RD_PUNC
htd14025	इसकी\PR_PRP फोटो\N_NN बीस\QT_QTC रुपये\N_NN के\PSP भारतीय\JJ नोट\N_NN के\PSP पिछले\JJ हिस्से\N_NN में\PSP प्रयोग\N_NN की\V_VM गई\V_VAUX है\V_VAUX ।\RD_PUNC
htd14026	पंद्रह\QT_QTC मिनट\N_NN में\PSP हम\PR_PRP रौस\N_NNP पहुँच\V_VM गए\V_VAUX ।\RD_PUNC
