ID	Value
htd2001	Munnar\NNP the\DT Kashmir\NNP of\IN the\DT South\NNP .\.
htd2002	Surrounded\VBN from\IN all\DT four\CD sides\NNS with\IN an\DT abundance\NN of\IN mountains\NNS ,\, lakes\NNS ,\, forests\NNS ,\, tea\NN gardens\NNS ,\, spice\NN plantations\NNS ,\, greenery\NN and\CC freshness\NN ,\, Munnar\NNP 's\POS beauty\NN suffused\VBN with\IN an\DT ethereal\JJ charm\NN is\VBZ unmatched\JJ .\.
htd2003	It\PRP appears\VBZ that\IN Nature\NNP also\RB has\VBZ maintained\VBN greater\JJR caution\NN in\IN treasuring\VBG Munnar\NNP 's\POS beauty\NN .\.
htd2004	In\IN the\DT Idukki\NNP district\NN of\IN Kerala\NNP the\DT hill\NN resort\NN of\IN Munnar\NNP situated\VBD at\IN an\DT altitude\NN of\IN 1520\CD metres\NNS above\IN the\DT sea\NN level\NN is\VBZ known\VBN as\IN the\DT Kashmir\NNP of\IN South\NNP India\NNP .\.
htd2005	The\DT literal\JJ meaning\NN of\IN Munnar\NNP i\FW .\.YM .\.` moon\NN '\'' and\CC `\`` aar\NN '\'' in\IN Tamil\JJ language\NN is\VBZ three\CD rivers\NNS .\.
htd2006	The\DT confluence\NN o\NN Mudirapuzha\NNP ,\, Nallathani\NNP and\CC Kundala\NNP rivers\NNS takes\VBZ in\IN the\DT middle\NN of\IN the\DT city\NN .\.
htd2007	All\PDT the\DT necessities\NNS of\IN the\DT city\NN also\RB get\VB supplied\VBN from\IN these\DT very\JJ rivers\NNS .\.
htd2008	Situated\VBN at\IN the\DT center\NN of\IN Annamalai\NNP mountain\NN range\NN ,\, Munnar\NNP tourism\NN site\NN is\VBZ connected\VBN to\TO the\DT major\JJ city\NN Kochi\NNP via\IN highway\NN number\NN 49\CD .\.
htd2009	The\DT nearest\JJS airport\NN and\CC railway\NN station\NN to\TO reach\VB Munnar\NNP is\VBZ also\RB Kochi\NNP which\WDT is\VBZ only\RB 130\CD K\NNP .\.NP .\: away\RB and\CC can\MD be\VB reached\VBN after\IN a\DT drive\NN of\IN only\RB four\CD hours\NNS .\.
htd2010	Munnar\NNP can\MD be\VB accessed\VBN not\RB only\RB through\IN Kochi\NNP but\CC also\RB from\IN the\DT popular\JJ tourism\NN site\NN Thekkedi\NNP .\.
