ID	Value
htd3001	तेजी\RB से\PSP औद्योगीकरण\N_NN के\PSP बदलते\V_VM हुए\V_VAUX माहौल\N_NN में\PSP भी\RP_RPD झारखंड\N_NNP में\PSP आप\PR_PRP निर्मल\JJ और\CC_CCD निश्छल\JJ खुशी\N_NN प्राप्त\N_NN कर\V_VM सकते\V_VAUX हैं\V_VAUX ।\RD_PUNC
htd3002	कारण\N_NN यह\DM_DMD है\V_VAUX कि\CC_CCS ,\RD_PUNC झारखंड\N_NNP एक\QT_QTC ऐसा\DM_DMD राज्य\N_NN है\V_VAUX जो\PR_PRL शहरीकरण\N_NN के\PSP दुष्प्रभाव\N_NN से\PSP काफी\QT_QTF हद\N_NN तक\PSP अछूता\N_NN है\V_VAUX ।\RD_PUNC
htd3003	झारखंड\N_NNP के\PSP घने\JJ जंगल\N_NN ,\RD_PUNC पहाड़ियाँ\N_NN ,\RD_PUNC घाटियाँ\N_NN ,\RD_PUNC जलप्रपात\N_NN ,\RD_PUNC अभ्यारण्य\N_NN ,\RD_PUNC प्राचीन\JJ इतिहास\N_NN ,\RD_PUNC सभ्यता-संस्कृति\N_NN और\CC_CCD खूबसूरत\JJ शहर\N_NN यहाँ\DM_DMD आने\V_VM वाले\PSP पर्यटकों\N_NN को\PSP अपने\PR_PRF सम्मोहन\N_NN से\PSP आकृष्ट\N_NN करते\V_VM हैं\V_VAUX ।\RD_PUNC
htd3004	प्राकृतिक\JJ पर्यटन\N_NN की\PSP रमणीय\JJ स्थली\N_NN झारखंड\N_NNP ,\RD_PUNC जहाँ\PR_PRL की\PSP सुरम्य\JJ वादियाँ\N_NN और\CC_CCD झरने\N_NN आपके\PR_PRP हॄदय\N_NN के\PSP तारों\N_NN को\PSP झंकृत\N_NN कर\V_VM देंगे\V_VAUX ।\RD_PUNC
htd3005	झारखंड\N_NNP के\PSP निवासी\N_NN ,\RD_PUNC प्राचीन\JJ जनजाति\N_NN समुदाय\N_NN ,\RD_PUNC पर्यटकों\N_NN का\PSP खुले\JJ दिल\N_NN से\PSP स्वागत\N_NN करते\V_VM हैं\V_VAUX ।\RD_PUNC
htd3006	झारखंड\N_NNP की\PSP विस्मयकारी\JJ अलौकिक\JJ सुंदरता\N_NN न\RP_NEG सिर्फ\QT_QTF पर्यटकों\N_NN को\PSP अपनी\PR_PRF ओर\N_NN आकर्षित\N_NN करती\V_VM है\V_VAUX ।\RD_PUNC
htd3007	झारखंड\N_NNP के\PSP पर्व-त्योहार\N_NN ,\RD_PUNC नृत्य-संगीत\N_NN ,\RD_PUNC भाषा-साहित्य\N_NN ,\RD_PUNC रमणीय\JJ शहर\N_NN ,\RD_PUNC तेजी\RB से\PSP विकसित\N_NN हो\V_VM रहे\V_VAUX उद्योग\N_NN केंद्र\N_NN भी\RP_RPD पर्यटकों\N_NN की\PSP उत्सुकता\N_NN को\PSP बढ़ाते\V_VM हैं\V_VAUX ।\RD_PUNC
htd3008	अब\N_NN झारखंड\N_NN को\PSP खनिज\N_NN ,\RD_PUNC अयस्क\N_NN और\CC_CCD उद्योग\N_NN की\PSP दृष्टि\N_NN से\PSP ही\RP_RPD देखा\V_VM और\CC_CCD आंका\V_VM गया\V_VAUX है\V_VAUX ।\RD_PUNC
htd3009	झारखंड\N_NNP को\PSP औद्योगिक\JJ ग्लोबलाइजेशन\N_NN के\PSP उत्तरोत्तर\JJ विकास\N_NN का\PSP भी\RP_RPD प्रभाव\N_NN माना\V_VM जा\V_VAUX सकता\V_VAUX है\V_VAUX ।\RD_PUNC
htd3010	औद्योगिक\JJ ग्लोबलाइजेशन\N_NN की\PSP धुन\N_NN में\PSP झारखंड\N_NNP का\PSP बहुत\RP_INTF कुछ\QT_QTF अनदेखा\N_NN ,\RD_PUNC अनजाना\N_NN और\CC_CCD अपेक्षित\N_NN रह\V_VM गया\V_VAUX है\V_VAUX ।\RD_PUNC
