ID	Value
htd10001	प्राचीन\JJ समय\N_NN में\PSP उड़ीसा\N_NNP को\PSP ’\RD_PUNC कलिंग\N_NNP ’\RD_PUNC के\PSP नाम\N_NN से\PSP जाना\V_VM जाता\V_VAUX था\V_VAUX ।\RD_PUNC
htd10002	ईसा\N_NNP पूर्व\N_NST तीसरी\QT_QTO शताब्दी\N_NN (\RD_SYM ई.\N_NNP पू.\N_NNP 268\QT_QTC )\RD_SYM में\PSP मौर्य\N_NNP सम्राट\N_NN अशोक\N_NNP ने\PSP कलिंग\N_NNP पर\PSP विजय\N_NN प्राप्‍त\V_VM की\V_VAUX ।\RD_PUNC
htd10003	युद्ध\N_NN के\PSP दौरान\N_NN हुए\V_VM भीषण\JJ रक्‍तपात\N_NN ने\PSP उसे\PR_PRP बौद्ध\N_NNP धर्म\N_NN अपनाने\N_NN को\PSP मजबूर\JJ कर\V_VM दिया\V_VAUX ।\RD_PUNC
htd10004	चौथी\QT_QTO शताब्दी\N_NN में\PSP यहाँ\DM_DMD समुद्रगुप्‍त\N_NNP ,\RD_PUNC 610\QT_QTC ई.\N_NNP में\PSP शशांक\N_NNP ,\RD_PUNC सातवीं\QT_QTO शताब्दी\N_NN में\PSP गंग\N_NNP वंश\N_NN तथा\CC_CCS 795\QT_QTC ई.\N_NNP में\PSP महाशिव\N_NNP गुप्‍त\N_NNP ययाति\N_NNP द्वितीय\QT_QTO शासक\N_NN बना\V_VM ।\RD_PUNC
htd10005	पुरी\N_NNP के\PSP विश्‍वविख्यात\JJ जगन्नाथ\N_NNP मंदिर\N_NN का\PSP निर्माण\N_NN उसी\DM_DMD के\PSP शासनकाल\N_NN में\PSP हुआ\V_VM ।\RD_PUNC
htd10006	14वीं\QT_QTO शताब्दी\N_NN से\PSP 1592\QT_QTC तक\PSP उड़ीसा\N_NNP (\RD_SYM कलिंग\N_NNP )\RD_SYM पर\PSP मुस्लिम\N_NNP शासकों\N_NN ने\PSP शासन\N_NN किया\V_VM ।\RD_PUNC
htd10007	मुगलों\N_NNP के\PSP पतन\N_NN के\PSP पश्‍चात\N_NST उड़ीसा\N_NNP में\PSP मराठों\N_NNP का\PSP शासन\N_NN रहा\V_VM ।\RD_PUNC
htd10008	19\QT_QTC अगस्त\N_NNP ,\RD_PUNC 1949\QT_QTC को\PSP विभिन्न\JJ रियासतों\N_NN को\PSP मिलाकर\V_VM उड़ीसा\N_NNP को\PSP एक\QT_QTC स्वतंत्र\JJ राज्य\N_NN घोषित\V_VM किया\V_VAUX गया\V_VAUX ।\RD_PUNC
htd10009	महानदी\N_NNP ,\RD_PUNC ब्रह्माणी\N_NNP तथा\CC_CCS वैतरणी\N_NNP उड़ीसा\N_NNP प्रांत\N_NN की\PSP तीन\QT_QTC प्रमुख\JJ नदियाँ\N_NN हैं\V_VM ।\RD_PUNC
htd10010	सबसे\RP_INTF प्रसिद्ध\JJ व\CC_CCS बड़ी\JJ झील\N_NN चिल्का\N_NNP उड़ीसा\N_NNP में\PSP ही\RP_RPD है\V_VM ।\RD_PUNC
htd10011	चिल्का\N_NNP झील\N_NN की\PSP लंबाई\N_NN 64\QT_QTC किलोमीटर\N_NN तथा\CC_CCS चौड़ाई\N_NN 16\QT_QTC से\PSP 20\QT_QTC किलोमीटर\N_NN है\V_VM ।\RD_PUNC
htd10012	चिल्का\N_NNP झील\N_NN में\PSP दो\QT_QTC सुंदर\JJ द्वीप\N_NN ’\RD_PUNC घरिकुंड\N_NNP ’\RD_PUNC तथा\CC_CCS ’\RD_PUNC मुलड\N_NNP ’\RD_PUNC भी\RP_RPD हैं\V_VM ।\RD_PUNC
