ID	Value
htd4001	Green\NN forests\NNS rich\JJ with\IN wild\JJ -\: life\NN ,\, waterfalls\NNS shining\VBG like\IN silver\NN ,\, ponds\NNS having\VBG the\DT blue\JJ sheen\NN of\IN sky\NN ,\, lukewarm\JJ water\NN currents\NNS and\CC adorned\VBN with\IN life\NN giving\VBG rivers\NNS ,\, the\DT Bihar\NNP region\NN is\VBZ studded\VBN like\IN a\DT gem\NN in\IN the\DT ring\NN of\IN the\DT beauty\NN in\IN the\DT form\NN of\IN nature\NN .\.
htd4002	Complete\JJ with\IN natural\JJ beauty\NN ,\, the\DT Bihar\NNP region\NN has\VBZ also\RB played\VBN a\DT forward\JJ role\NN bringing\VBG revolution\NN in\IN the\DT nature\NN of\IN the\DT world\NN and\CC the\DT ancient\JJ and\CC the\DT modern\JJ political\JJ arena\NN .\.
htd4003	Lord\NNP Buddha\NNP ,\, Lord\NNP Mahavir\NNP and\CC Shri\NNP Guru\NNP Govind\NNP Singh\NNP ji\FW Maharaj\NNP from\IN the\DT pious\JJ land\NN of\IN Bihar\NNP propagated\VBD religions\NNS giving\VBG new\JJ direction\NN to\TO the\DT world\NN .\.
htd4004	Emperor\NNP Chandragupta\NNP ,\, Priyadarshi\NNP Ashoka\NNP the\DT Great\NNP and\CC Shershah\NNP Suri\NNP created\VBD the\DT whole\NN of\IN India\NNP of\IN today\NN from\IN here\RB itself\PRP .\.
htd4005	While\IN the\DT father\NN of\IN the\DT nation\NN Mahatma\NNP Gandhi\NNP started\VBD the\DT struggle\NN of\IN freeing\VBG the\DT country\NN from\IN foreign\JJ slavery\NN by\IN coming\VBG to\TO Bihar\NNP ,\, Loknayak\NNP Jaiprakash\NNP gave\VBD a\DT new\JJ direction\NN to\TO the\DT national\JJ politics\NNS from\IN here\RB itself\PRP .\.
htd4006	Several\JJ such\JJ stories\NNS are\VBP engraved\VBN in\IN gold\NN in\IN the\DT pages\NNS the\DT history\NN of\IN India\NNP .\.
htd4007	As\IN a\DT witness\NN to\TO those\DT tales\NNS innumerous\JJ symbols\NNS ,\, ruins\NNS ,\, buildings\NNS and\CC monuments\NNS are\VBP present\JJ even\RB today\NN in\IN the\DT land\NN of\IN Bihar\NNP .\.
htd4008	Telling\VBG their\PRP$ glorious\JJ past\NN to\TO the\DT guests\NNS coming\VBG ,\, although\IN in\IN mute\JJ voice\NN ,\, these\DT witnesses\NNS surprise\VBP -\: hypnotise\VB them\PRP in\IN such\PDT a\DT way\NN that\IN a\DT person\NN coming\VBG here\RB once\RB gets\VBZ inclined\VBN to\TO come\VB here\RB again\RB .\.
htd4009	How\WRB to\TO reach\VB Patna\NNP ?\.
htd4010	Nearest\NNP Airport\NNP of\IN Patna\NNP is\VBZ the\DT Jaiprakash\NNP Narayan\NNP International\NNP Airport\NNP ,\, Patna\NNP .\.
htd4011	Nearest\JJS airport\NN of\IN Patna\NNP are\VBP International\NNP Airport\NNP Patna\NNP and\CC International\NNP Airport\NNP ,\, Gaya\NNP .\.
htd4012	The\DT nearest\JJS railway\NN station\NN of\IN Patna\NNP is\VBZ Patna\NNP Junction\NNP -LRB-\-LRB- Delhi\NNP -\: Howrah\NNP Main\NNP Railway\NNP Line\NNP -RRB-\-RRB- .\.
htd4013	By\IN road\NN Patna\NNP is\VBZ 1015\CD km\NN from\IN Delhi\NNP ,\, 556\CD km\NN from\IN Kolkata\NNP ,\, 1802\CD km\NN away\RB from\IN Mumbai\NNP .\.
htd4014	Where\WRB the\DT capital\NN of\IN Bihar\NNP ,\, Patna\NNP is\VBZ today\NN there\RB used\VBN to\TO be\VB once\RB the\DT capital\NN of\IN historically\RB famous\JJ Magadh\NNP empire\NN Patliputra\NNP .\.
htd4015	Patna\NNP city\NN has\VBZ been\VBN mute\JJ witness\NN of\IN the\DT rise\NN and\CC fall\NN of\IN several\JJ dynasties\NNS .\.
htd4016	About\IN one\CD thousand\CD years\NNS of\IN time\NN from\IN sixth\JJ century\NN before\IN Christ\NNP till\IN fifth\JJ century\NN after\IN Christ\NNP has\VBZ been\VBN the\DT golden\JJ period\NN of\IN Patna\NNP city\NN .\.
htd4017	With\IN the\DT purpose\NN of\IN keeping\VBG the\DT Magadh\NNP Empire\NNP safe\JJ the\DT second\JJ ruler\NN of\IN the\DT Magadh\NNP dynasty\NN Ajatshatru\NNP at\IN first\RB built\VBN a\DT small\JJ fort\NN in\IN the\DT Patligram\NNP situated\VBD near\IN the\DT bank\NN of\IN the\DT Ganga\NNP river\NN .\.
htd4018	The\DT same\JJ Patligram\NNP developed\VBD as\IN the\DT megacity\NN named\VBN Patliputra\NNP later\RB .\.
htd4019	Contemporary\NNP of\IN Alexander\NNP Emperor\NNP Ashola\NNP ,\, who\WP played\VBD an\DT indescribable\JJ role\NN in\IN the\DT propagation\NN Buddhism\NNP religion\NN ,\, ruled\VBD India\NNP from\IN Patliputra\NNP .\.
htd4020	The\DT center\NN of\IN power\NN of\IN the\DT Gupta\NNP and\CC Shunga\NNP dynasty\NN also\RB has\VBZ been\VBN Patliputra\NNP .\.
htd4021	Afghan\NNP ruler\NN Shershah\NNP Suri\NNP -LRB-\-LRB- 16th\JJ century\NN -RRB-\-RRB- ,\, grandson\NN of\IN the\DT Mughal\NNP ruler\NN Aurangzeb\NNP ,\, Azimusshan\NNP -LRB-\-LRB- 18th\JJ century\NN -RRB-\-RRB- ,\, gave\VBD the\DT name\NN of\IN Azimabad\NNP to\TO Patna\NNP City\NNP .\.
htd4022	Azimusshan\NNP also\RB made\VBD Patliputra\NNP the\DT center\NN of\IN his\PRP$ power\NN .\.
htd4023	The\DT ruins\NNS of\IN ancient\JJ Patliputra\NNP inside\IN the\DT borders\NNS of\IN the\DT Patna\NNP City\NNP can\MD be\VB seen\VBN even\RB today\NN .\.
htd4024	The\DT construction\NN of\IN the\DT umbrella\NN shaped\VBD 96\CD feet\NNS high\JJ Golghar\NNP architecture\NN was\VBD done\VBN in\IN 1786\CD by\IN an\DT English\NNP Official\NNP with\IN the\DT name\NN of\IN Captain\NNP John\NNP Garstin\NNP .\.
htd4025	Several\JJ works\NNS made\VBN of\IN metal\NN and\CC stone\NN of\IN the\DT Maurya\NNP and\CC Gupta\NNP period\NN are\VBP conserved\VBN in\IN the\DT Patna\NNP Museum\NNP .\.
htd4026	Written\VBN in\IN Arabic\NNP and\CC Persian\JJ languages\NNS several\JJ ancient\JJ and\CC rare\JJ manuscripts\NNS are\VBP kept\VBN conserved\JJ in\IN the\DT Khuda\NNP Baksh\NNP Oriental\JJ Public\NNP Library\NNP established\VBD in\IN twentieth\NN century\NN .\.
htd4027	Khuda\NNP Bakhsha\NNP Oriental\JJ Public\NNP Library\NNP is\VBZ library\NN of\IN national\JJ level\NN of\IN India\NNP .\.
htd4028	The\DT great\JJ king\NN of\IN Punjab\NNP Ranjit\NNP Singh\NNP built\VBD a\DT grand\JJ memorial\NN with\IN the\DT name\NN of\IN Shri\NNP Harmandir\NNP Ji\NNP Saheb\NNP at\IN the\DT birthplace\NN of\IN the\DT tenth\NN religious\JJ Guru\NN of\IN the\DT Sikhs\NNP Shri\NNP Guru\NNP Govind\NNP Singh\NNP Ji\NNP Maharaj\NNP .\.
htd4029	Famous\NNP with\IN the\DT name\NN of\IN Takhta\NNP Shri\NNP Harmandir\NNP Ji\NNP Saheb\NNP ,\, this\DT memorial\NN is\VBZ a\DT sacred\JJ pilgrimage\NN of\IN the\DT Sikh\JJ religion\NN followers\NNS .\.
htd4030	Inside\IN this\DT memorial\NN some\DT items\NNS of\IN personal\JJ use\NN of\IN Shri\NNP Guru\NNP Govind\NNP Singh\NNP Ji\NNP Maharaj\NNP have\VBP been\VBN piously\RB kept\VBD safe\JJ which\WDT are\VBP worshipped\VBN .\.
htd4031	One\CD British\JJ scholar\NN Wedal\NNP said\VBD in\IN his\PRP$ report\NN on\IN the\DT subject\NN of\IN this\DT archaeologically\RB important\JJ Agamkuam\NNP place\NN that\WDT -\: -LRB-\-LRB- at\IN the\DT time\NN of\IN Emperor\NNP Ashoka\NNP -RRB-\-RRB- this\DT was\VBD administrative\JJ execution\NN place\NN or\CC external\JJ part\NN of\IN royal\JJ kitchen\NN .\.
htd4032	Deep\NNP Agamkuan\NNP well\RB is\VBZ at\IN present\RB a\DT center\NN of\IN faith\NN of\IN the\DT Hindu\NNP religion\NN followers\NNS which\WDT they\PRP worship\NN .\.
htd4033	There\EX is\VBZ temple\NN just\RB beside\IN Agamkuan\NNP in\IN which\WDT worship\NN of\IN Sheetala\NNP Mata\NNP is\VBZ done\VBN for\IN the\DT cure\NN of\IN chicken\NN pox\NN .\.
htd4034	Mosque\NNP of\IN Stone\NNP -\: Parvez\NNP Shah\NNP ,\, contemporary\JJ governor\NN of\IN Bihar\NNP province\NN ,\, who\WP was\VBD the\DT son\NN of\IN Mughal\JJ ruler\NN Jehangir\NNP ,\, built\VBD this\DT mosque\NN during\IN his\PRP$ reign\NN .\.
