ID	Value
htd11001	’\RD_PUNC पंचकूला\N_NNP की\PSP मोरनी\N_NN ’\RD_PUNC स्थित\JJ `\RD_PUNC माउंट\N_NNP क्वैल\N_NNP `\RD_PUNC को\PSP हरियाणा\N_NNP का\PSP मिनी\JJ शिमला\N_NNP कह\V_VM कर\V_VAUX भी\RP_RPD पुकारा\V_VM जाता\V_VAUX है\V_VAUX ।\RD_PUNC
htd11002	चंढीगढ़\N_NNP से\PSP 45\QT_QTC किलोमीटर\N_NN की\PSP दूरी\N_NST पर\PSP समुद्रतल\N_NN 3,500\QT_QTC फुट\N_NN की\PSP ऊँचाई\N_NN पर\PSP स्थित\JJ माउंट\N_NNP क्वैल\N_NNP की\PSP दूरी\N_NST मोरनी\N_NN से\PSP केवल\QT_QTF 6\QT_QTC किलोमीटर\N_NN है\V_VM ।\RD_PUNC
htd11003	माउंट\N_NNP क्वैल\N_NNP में\PSP अथाह\JJ गहराइयों\N_NN वाले\PSP ताल\N_NN (\RD_PUNC तालाब\N_NN )\RD_PUNC देखने\V_VM योग्य\RB हैं\V_VAUX ।\RD_PUNC
htd11004	ऊँचे\JJ देवदारों\N_NN तथा\CC_CCD चीड़\N_NN के\PSP वृक्षों\N_NN से\PSP घिरे\V_VM इस\DM_DMD जगह\N_NN पर\PSP वन्य\JJ प्रणियों\N_NN के\PSP जीवन\N_NN की\PSP झलक\N_NN भी\RP_RPD बड़ी\JJ आसानी\N_NN से\PSP देखी\V_VM जा\V_VAUX सकती\V_VAUX है\V_VAUX ।\RD_PUNC
htd11005	माउंट\N_NNP क्वैल\N_NNP का\PSP चप्पा-चप्पा\N_NN पर्यटकों\N_NN को\PSP रोमांचित\N_NN कर\V_VM देता\V_VAUX है\V_VAUX ।\RD_PUNC
htd11006	माउंट\N_NNP क्वैल\N_NNP से\PSP कुछ\QT_QTF ही\RP_RPD दूरी\N_NST पर\PSP `\RD_PUNC मोरनी\N_NNP `\RD_PUNC का\PSP ब्रिटिश\N_NN कालीन\JJ किला\N_NN और\CC_CCD घुमावदार\JJ सड़कें\N_NN इस\DM_DMD सफर\N_NN को\PSP और\QT_QTF ज्यादा\JJ रोमांचकारी\N_NN बना\V_VM देती\V_VAUX हैं\V_VAUX ।\RD_PUNC
htd11007	माउंट\N_NNP क्वैल\N_NNP का\PSP एडवंचर\N_NN थीम\N_NN पार्क\N_NN ,\RD_PUNC पैनोरमा\N_NNP वैली\N_NNP व्यू\N_NNP ,\RD_PUNC रिवर\N_NNP व्यू\N_NNP ,\RD_PUNC पिंक\N_NNP ट्रेक\N_NNP ,\RD_PUNC रिवर\N_NNP ट्रेक\N_NNP और\CC_CCD हर्बल\N_NNP गार्डन\N_NNP देखने\V_VM योग्य\RB हैं\V_VAUX ।\RD_PUNC
htd11008	माउंट\N_NNP क्वैल\N_NNP का\PSP एडवंचर\N_NN थीम\N_NN पार्क\N_NN ,\RD_PUNC पैनोरमा\N_NNP वैली\N_NNP व्यू\N_NNP ,\RD_PUNC रिवर\N_NNP व्यू\N_NNP ,\RD_PUNC पिंक\N_NNP ट्रेक\N_NNP ,\RD_PUNC रिवर\N_NNP ट्रेक\N_NNP और\CC_CCD हर्बल\N_NNP गार्डन\N_NNP देखने\V_VM योग्य\RB हैं\V_VAUX ।\RD_PUNC
htd11009	हरियाणा\N_NNP के\PSP अंतिम\JJ छोर\N_NN और\CC_CCD हिमाचल\N_NNP प्रदेश\N_NNP के\PSP स्वागतद्वार\N_NN से\PSP पहले\QT_QTO स्थित\JJ 350\QT_QTC साल\N_NN पुराना\JJ ’\RD_PUNC यादवेंद्रा\N_NNP गार्डन\N_NNP ’\RD_PUNC (\RD_PUNC पिंजौर\N_NNP गार्डन\N_NNP )\RD_PUNC है\V_VM ।\RD_PUNC
htd11010	17वीं\QT_QTO सदी\N_NN में\PSP औरंगजेब\N_NNP के\PSP सूबेदार\N_NN तथा\CC_CCD चचेरे\JJ भाई\N_NN फिदाईखान\N_NNP द्वारा\PSP लाहौर\N_NNP के\PSP शालीमार\N_NNP बाग\N_NNP की\PSP तर्ज\N_NN पर\PSP इसे\PR_PRL बनवाया\V_VM गया\V_VAUX ।\RD_PUNC
