ID	Value
htd8001	नागालैंड\N_NNP ऊँची-ऊँची\JJ पहाड़ियों\N_NN ,\RD_PUNC मदमस्त\JJ हो\V_VM कर\V_VAUX बहती\V_VM नदियों\N_NN और\CC_CCD सँकरी\N_NN घाटियों\N_NN का\PSP प्रदेश\N_NN है\V_VM ।\RD_PUNC
htd8002	नागालैंड\N_NNP राज्य\N_NN की\PSP राजधानी\N_NN कोहिमा\N_NNP जंगली\N_NN संपदा\N_NN और\CC_CCD नैसर्गिक\N_NN सौंदर्य\JJ से\PSP संपन्न\N_NN है\V_VAUX ।\RD_PUNC
htd8003	नागालैंड\N_NNP राज्य\N_NN की\PSP दक्षिण\N_NNP -\RD_PUNC पश्‍चिम\N_NNP दिशा\N_NN में\PSP स्थित\V_VM कोहिमा\N_NNP समुद्रतल\N_NN से\PSP 1\N_NN ,\RD_PUNC 500\QT_QTC मीटर\N_NN की\PSP ऊँचाई\JJ पर\PSP स्थित\V_VM है\V_VAUX ।\RD_PUNC
htd8004	पूरे\QT_QTF साल\N_NN आप\PR_PRP कभी\DM_DMI भी\RP_RPD जाएँ.\V_VM सारा\QT_QTF साल\N_NN मौसम\N_NN सुहाना\JJ रहता\V_VM है\V_VAUX |\N_NN
htd8005	दिसम्बर\N_NNP में\PSP एक\QT_QTC खाब\N_NNP होर्निबल\N_NNP पर्व\N_NNP मनाया\V_VM जाता\V_VAUX है\V_VAUX ,\RD_PUNC जिस\PR_PRL में\PSP राज्य\N_NN कि\CC_CCS सभी\QT_QTF जनजातियाँ\N_NN भाग\N_NN लेती\V_VM हैं\V_VAUX .\N_NN दूर\N_NN दूर\N_NN से\PSP इस\DM_DMD उत्सव\N_NN को\PSP देखने\V_VM लोग\N_NN यहाँ\DM_DMD आते\V_VM हैं.\V_VAUX
htd8006	प्रतिबंधित\N_NN क्षेत्र\N_NN परमिट\N_NN (\RD_SYM आर.ए.पी.\N_NNP )\RD_SYM में\PSP ढील\N_NN देने\V_VM से\PSP राज्‍य\N_NN में\PSP अंतर्राष्‍ट्रीय\N_NN पर्यटकों\N_NN का\PSP आना-जाना\N_NN शुरू\N_NN हो\V_VM गया\V_VAUX है\V_VAUX ,\RD_PUNC यहाँ\DM_DMD देशी\N_NN विदेशी\N_NN पर्यटक\N_NN प्रतिवर्ष\N_NN बडी\JJ संख्‍या\QT_QTF में\PSP आते\V_VM हैं\V_VAUX ।\RD_PUNC
htd8007	सीधे\JJ ,\RD_PUNC सरल\JJ ,\RD_PUNC निश्‍छल\JJ लेकिन\CC_CCS बहादुर\JJ और\CC_CCD निडर\JJ नागाओं\N_NN का\PSP कोहिमा\N_NNP प्रदेश\N_NN हिमालय\N_NNP पर्वत\N_NN श्रृंखला\N_NN का\PSP उत्तरपूर्वी\N_NST क्षेत्र\N_NN है\V_VM ।\RD_PUNC
htd8008	कोहिमा\N_NNP का\PSP प्रदूषणरहित\N_NN साफ\N_NN वातावरण\N_NN आने\V_VM वाले\PSP सैलानियों\N_NN को\PSP ऐसी\DM_DMD ताज़गी\JJ देता\V_VM है\V_VAUX जिसे\PR_PRL ताउम्र\N_NN वे\DM_DMD नहीं\RP_NEG भूल\V_VM सकते\V_VAUX हैं\V_VAUX ।\RD_PUNC
htd8009	बहुरंगी\JJ संस्कृति\N_NN वाला\PSP कोहिमा\N_NNP शहर\N_NN काफी\QT_QTF जीवंत\N_NN नजर\N_NN आता\V_VM है\V_VAUX ।\RD_PUNC
htd8010	पूर्वोत्तर\N_NST भारत\N_NN के\PSP 7\QT_QTC राज्यों\N_NN में\PSP से\PSP नागालैंड\N_NNP की\PSP भौगोलिक\JJ स्थिति\N_NN सामरिक\N_NN दृष्‍टि\N_NN से\PSP काफी\QT_QTF महत्त्वपूर्ण\JJ है\V_VM ।\RD_PUNC
