ID	Value
htd3001	Even\RB with\IN the\DT rapidly\RB changing\VBG environment\NN of\IN industrialization\NN ,\, you\PRP can\MD find\VB unwavering\JJ ,\, pure\JJ delight\NN in\IN Jharkhand\NNP .\.
htd3002	The\DT reason\NN is\VBZ that\IN Jharkhand\NNP is\VBZ such\JJ a\DT state\NN which\WDT is\VBZ untouched\VBN to\TO a\DT large\JJ extent\NN by\IN the\DT ill\JJ effects\NNS of\IN urbanization\NN .\.
htd3003	The\DT dense\JJ jungles\NNS ,\, mountains\NNS ,\, valleys\NNS ,\, waterfalls\NNS ,\, sanctuaries\NNS ,\, ancient\JJ history\NN ,\, culture\NN ,\, civilization\NN and\CC the\DT beautiful\JJ city\NN of\IN Jharkhand\NNP attract\VB the\DT tourists\NNS with\IN their\PRP$ hypnotism\NN .\.
htd3004	A\DT lovely\JJ place\NN of\IN natural\JJ tourism\NN ,\, Jharkhand\NNP ,\, the\DT rhythmic\JJ valleys\NNS and\CC waterfalls\NNS of\IN which\WDT will\MD tinkle\VB the\DT strings\NNS of\IN your\PRP$ heart\NN .\.
htd3005	The\DT inhabitants\NNS of\IN Jharkhand\NNP ,\, the\DT old\JJ tribal\JJ community\NN ,\, welcome\VB the\DT tourists\NNS with\IN an\DT open\JJ heart\NN .\.
htd3006	The\DT amazing\JJ ,\, unearthly\JJ beauty\NN of\IN Jharkhand\NNP not\RB only\RB attracts\VBZ the\DT tourists\NNS .\.
htd3007	The\DT festivals\NNS ,\, dance\NN ,\, music\NN ,\, language\NN ,\, literature\NN ,\, the\DT charming\JJ city\NN of\IN Jharkhand\NNP ,\, the\DT rapidly\RB developing\VBG industrial\JJ center\NN also\RB increase\VB the\DT curiosity\NN of\IN the\DT tourists\NNS .\.
htd3008	Now\RB Jharkhand\NNP has\VBZ been\VBN seen\VBN and\CC evaluated\VBN from\IN the\DT point\NN of\IN view\NN of\IN minerals\NNS ,\, ores\NNS and\CC industry\NN .\.
htd3009	Jharkhand\NN can\MD also\RB be\VB regarded\VBN as\IN an\DT effect\NN of\IN the\DT progressive\JJ growth\NN of\IN industrial\JJ globalization\NN .\.
htd3010	In\IN the\DT mania\NN of\IN industrial\JJ globalisation\NN ,\, much\JJ of\IN Jharkhand\NNP remain\VBP unseen\JJ ,\, unknown\NN and\CC awaited\VBD .\.
htd3011	Even\RB from\IN the\DT point\NN of\IN view\NN of\IN tourism\NN the\DT state\NN of\IN Jharkhand\NNP is\VBZ charming\JJ ,\, prosperous\JJ and\CC important\JJ .\.
