ID	Value
htd18001	प्रकृति\N_NN की\PSP गोद\N_NN में\PSP बसा\JJ पेनांग\N_NNP कुदरती\JJ दृश्‍यों\N_NN ,\RD_PUNC प्राचीन\JJ धरोहरों\N_NN व\CC_CCD इतिहास\N_NN को\PSP समेटे\V_VM हुए\V_VAUX खूबसूरत\JJ पर्यटन\N_NN स्थल\N_NN है\V_VM ।\RD_PUNC
htd18002	पेनांग\N_NNP मलेशिया\N_NNP का\PSP एक\QT_QTC सुप्रसिद्ध\JJ पर्यटन\N_NN स्थल\N_NN है\V_VM ।\RD_PUNC
htd18003	यह\PR_PRL अपने\PR_PRF अनेक\QT_QTF आकर्षक\JJ स्थलों\N_NN तथा\CC_CCD अनुपम\JJ समुद्र\N_NN तटों\N_NN के\PSP लिए\PSP तो\RP_RPD जाना\V_VM ही\RP_RPD जाता\V_VAUX है\V_VAUX साथ\CC_CCS ही\RP_RPD संसार\N_NN भर\RP_RPD में\PSP अपने\PR_PRF स्वादिष्‍ठ\JJ भोजन\N_NN के\PSP लिए\PSP भी\RP_RPD मशहूर\N_NN है\V_VM ।\RD_PUNC
htd18004	यही\DM_DMD कारण\N_NN है\V_VM कि\PSP लोग\N_NN दूरदराज\N_NST से\RP_RPD इस\DM_DMD द्वीप\N_NN पर\PSP मौज\N_NN -\RD_PUNC मस्ती\N_NN करने\V_VM तथा\CC_CCD यहाँ\DM_DMD के\PSP जायकेदार\JJ व्यंजनों\N_NN का\PSP लुत्फ़\N_NN उठाने\N_NN आते\V_VM हैं\V_VAUX ।\RD_PUNC
htd18005	यहाँ\PR_PRL आज\N_NNP भी\RP_RPD सदियों\JJ पुरानी\JJ इमारतों\N_NN को\PSP सँभालकर\V_VM रखा\V_VM गया\V_VM है\V_VAUX जो\PR_PRL पेनांग\N_NNP के\PSP गौरवपूर्ण\JJ अतीत\N_NN का\PSP एक\QT_QTC महत्त्वपूर्ण\JJ अंग\N_NN हैं\V_VM ।\RD_PUNC
htd18006	इन\PR_PRL पुरानी\JJ इमारतों\N_NN के\PSP बीच\N_NST आप\PR_PRP को\PSP ऊँची-ऊँची\JJ आधुनिकतम\JJ इमारतें\N_NN भी\RP_RPD देखने\V_VM को\PSP मिल\V_VM जाएँगी\V_VAUX ,\RD_PUNC जो\PR_PRL इस\PR_PRL द्वीप\N_NN के\PSP आधुनिक\JJ स्वरूप\N_NN का\PSP प्रतिनिधित्व\N_NN करती\V_VM हैं\V_VAUX ।\RD_PUNC
htd18007	यह\PR_PRL मलेशिया\N_NNP का\PSP चौथे\QT_QTO नंबर\N_NN का\PSP सबसे\RP_INTF बड़ा\JJ तथा\CC_CCD सबसे\RP_INTF अधिक\QT_QTF जनसंख्या\N_NN वाला\PSP द्वीप\N_NN है\V_VM ।\RD_PUNC
htd18008	पेनांग\N_NNP मलेशिया\N_NNP की\PSP मुख्य\JJ भूमि\N_NN से\RP_RPD 13.5\QT_QTC किलोमीटर\N_NN लंबे\JJ पुल\N_NN द्वारा\PSP जुड़ा\V_VM हुआ\V_VAUX है\V_VAUX ।\RD_PUNC
htd18009	एशिया\N_NNP का\PSP यह\PR_PRL सबसे\RP_INTF ऊँचा\JJ पुल\N_NN 1985\QT_QTC में\PSP बन\V_VM कर\PSP तैयार\V_VM हुआ\V_VAUX था\V_VAUX ।\RD_PUNC
htd18010	पेनांग\N_NNP हिल\N_NNP इस\PR_PRL द्वीप\N_NN का\PSP सबसे\RP_INTF मनमोहक\JJ स्थान\N_NN है\V_VM ,\RD_PUNC जो\PR_PRL समुद्रतल\N_NN से\RP_RPD 821\QT_QTC मीटर\N_NN की\PSP ऊँचाई\N_NN पर\PSP स्थित\JJ है\V_VM ।\RD_PUNC
