ID	Value
htd17001	Karnataka\NNP 's\POS small\JJ but\CC immensely\RB beautiful\JJ hill\NN station\NN Madikeri\NNP is\VBZ also\RB known\VBN for\IN the\DT valor\NN of\IN its\PRP$ army\NN officers\NNS besides\IN coffee\NN and\CC spice\NN farming\NN .\.
htd17002	Otherwise\RB ,\, the\DT scenes\NNS here\RB are\VBP enough\JJ to\TO provide\VB calmness\NN to\TO any\DT heart\NN away\RB from\IN the\DT hustle\JJ bustle\NN of\IN town\NN life\NN .\.
htd17003	People\NNP 's\POS traveling\VBG has\VBZ been\VBN affected\VBN this\DT year\NN due\JJ to\TO recession\NN .\.
htd17004	Although\IN the\DT situation\NN in\IN the\DT last\JJ two\CD months\NNS of\IN the\DT year\NN was\VBD ok\NN but\CC the\DT growth\NN of\IN industry\NN was\VBD equivalent\JJ to\TO zero\VB for\IN rest\NN of\IN the\DT month\NN .\.
htd17005	No\DT doubt\NN ,\, due\JJ to\TO budget\NN concepts\NNS .\.T little\JJ earning\NN was\VBD made\VBN possible\JJ ,\, but\CC it\PRP did\VBD n't\RB even\RB prove\VB to\TO be\VB any\DT port\NN in\IN storm\NN .\.
htd17006	This\DT year\NN swine\NNS flu\NN also\RB harmed\VBD this\DT industry\NN badly\RB .\.
htd17007	Although\IN its\PRP$ effect\NN was\VBD visible\JJ less\RBR on\IN domestic\JJ travel\NN ,\, but\CC international\JJ market\NN ,\, the\DT biggest\JJS mode\NN of\IN income\NN ,\, turned\VBD out\RP to\TO be\VB deal\NN in\IN loss\NN .\.
htd17008	Initially\RB the\DT plague\VBP that\IN swine\NNS flu\NN seemed\VBD to\TO be\VB ,\, considering\VBG that\IN people\NNS did\VBD n't\RB travel\VB for\IN months\NNS .\.
htd17009	During\IN this\DT time\NN medical\JJ check\NN ups\NNS conducted\VBN at\IN airports\NNS and\CC other\JJ scrutinies\NNS also\RB decreased\VBD people\NNS 's\POS inclination\NN towards\IN traveling\VBG .\.
htd17010	Then\RB the\DT increase\NN in\IN the\DT air\NN fare\NN also\RB proved\VBD to\TO be\VB harmful\JJ for\IN travel\NN industry\NN .\.
htd17011	Complete\JJ focus\NN of\IN industry\NN was\VBD on\IN earning\VBG profits\NNS .\.
htd17012	The\DT result\NN came\VBD out\RP to\TO be\VB that\IN those\DT agencies\NNS which\WDT used\VBD to\TO make\VB inexpensive\JJ trips\NNS available\JJ .\.
htd17013	The\DT frequency\NN of\IN flights\NNS was\VBD less\RBR due\JJ to\TO which\WDT it\PRP could\MD not\RB become\VB a\DT mode\NN of\IN income\NN for\IN the\DT industry\NN .\.
htd17014	The\DT beginning\NN of\IN 2009\CD was\VBD with\IN the\DT fear\NN of\IN .\.
htd17015	Due\JJ to\TO declaration\NN of\IN high\JJ alert\NN in\IN the\DT country\NN the\DT number\NN of\IN tourists\NNS coming\VBG to\TO India\NNP decreased\VBD .\.
htd17016	Advance\NNP bookings\NNS were\VBD also\RB canceled\VBN .\.
htd17017	Its\PRP$ effect\NN was\VBD seen\VBN for\IN six\CD months\NNS .\.
htd17018	All\DT those\DT big\JJ places\NNS which\WDT used\VBD to\TO be\VB a\DT heaven\NN for\IN tourists\NNS ,\, tourists\NNS started\VBD to\TO hesitate\VB from\IN staying\VBG there\RB .\.
htd17019	Although\IN ,\, due\JJ to\TO installation\NN of\IN tight\JJ security\NN in\IN Hotels\NNPS the\DT trust\NN of\IN tourists\NNS rose\VBD again\RB but\CC in\IN 8\CD -\: 10\CD months\NNS the\DT hotel\NN industry\NN underwent\VBD complete\JJ loss\NN .\.
htd17020	Yes\UH ,\, another\DT factor\NN was\VBD elections\NNS .\.
htd17021	This\DT time\NN some\DT more\JJR elections\NNS were\VBD held\VBN with\IN Loksabha\NNP elections\NNS ,\, they\PRP were\VBD also\RB pretty\RB harmful\JJ for\IN tourism\NN .\.
htd17022	During\IN this\DT time\NN international\JJ travel\NN was\VBD completely\RB stalled\VBN for\IN some\DT months\NNS .\.
