ID	Value
htd15001	Zanskar\NNP '\POS situated\VBN in\IN north-western\JJ Himalaya\NNP is\VBZ the\DT most\RBS parched\JJ and\CC cold\JJ state\NN of\IN the\DT country\NN .\.
htd15002	This\DT terrain\NN spread\VBD over\IN approximately\RB 3\CD thousand\CD square\JJ metres\NNS is\VBZ surrounded\VBN by\IN Kashmir\NNP in\IN the\DT North\NNP -\: west\NN ,\, Lahol\NNP in\IN the\DT South\NNP ,\, Tibet\NNP in\IN the\DT East\NNP and\CC Kishtwar\NNP in\IN the\DT West\NNP .\.
htd15003	Two\CD world\NN famous\JJ Himalayan\JJ peaks\NNS '\POS Nun\NN '\'' and\CC '\'' Kun\NNP '\POS are\VBP existent\JJ in\IN this\DT state\NN .\.
htd15004	For\IN this\DT reason\NN ,\, apart\RB from\IN natural\JJ beauty\NN ,\, Buddhist\JJ caves\NNS and\CC ancient\JJ culture\NN this\DT area\NN is\VBZ a\DT prime\JJ example\NN of\IN mountaineering\VBG also\RB .\.
htd15005	In\IN the\DT winter\NN season\NN due\JJ to\TO excessive\JJ snowfall\NN the\DT Zanskar\NNP area\NN becomes\VBZ very\RB cold\JJ ,\, impassable\JJ and\CC absolutely\RB like\IN desolate\JJ .\.
htd15006	Before\IN being\VBG the\DT rule\NN of\IN the\DT rulers\NNS of\IN Dogra\NNP of\IN Jammu\NNP -\: Kashmir\NNP in\IN 1834\CD Zanskar\NNP was\VBD an\DT independent\JJ state\NN within\IN Ladakh\NNP .\.
htd15007	Zanskar\NNP area\NN also\RB kept\VBD being\VBG known\VBN by\IN the\DT name\NN of\IN Little\NNP Tibet\NNP .\.
htd15008	The\DT villages\NNS of\IN Zanskar\NNP state\NN are\VBP situated\VBN primarily\RB in\IN the\DT valleys\NNS of\IN two\CD major\JJ rivers\NNS Doda\NNP and\CC Lingti\NNP and\CC their\PRP$ tributaries\NNS .\.
htd15009	There\EX is\VBZ a\DT clear\JJ effect\NN of\IN the\DT geographical\JJ location\NN and\CC climate\NN of\IN this\DT place\NN on\IN the\DT places\NNS chosen\VBN for\IN establishing\VBG villages\NNS ,\, clothing\NN of\IN men\NNS and\CC women\NNS ,\, religious\JJ festivals\NNS ,\, worshipping\VBG practises\NNS of\IN gods\NNS and\CC goddesses\NNS and\CC ceremonial\JJ conventions\NNS .\.
htd15010	The\DT social\JJ and\CC religious\JJ lives\NNS of\IN people\NNS is\VBZ regulated\VBN by\IN the\DT worship\NN of\IN temples\NNS .\.
htd15011	Genteel\JJ art\NN and\CC cultural\JJ .\.
htd15012	The\DT means\NNS of\IN life\NN maintenance\NN in\IN Doda\NNP and\CC Lingti\NNP village\NN is\VBZ extremely\RB limited\JJ .\.
htd15013	The\DT art\NN ,\, tradition\NN of\IN these\DT villages\NNS seems\VBZ to\TO have\VB been\VBN started\VBN in\IN the\DT first\JJ millennium\NN A\NN .\.NP .\: by\IN local\JJ animal-tenders\NNS .\.
htd15014	The\DT remnants\NNS of\IN art\NN in\IN certain\JJ places\NNS in\IN the\DT impassive\JJ roads\NNS are\VBP existent\JJ in\IN the\DT form\NN of\IN those\DT rocks\NNS ,\, on\IN which\WDT the\DT pictures\NNS of\IN reindeer\NN ,\, deer\NN ,\, group\NN dances\NNS ,\, chase\NN scenes\NNS ,\, horses\NNS etc\NN .\: have\VBP been\VBN etched\VBN .\.
htd15015	On\IN the\DT advent\NN and\CC spread\NN of\IN the\DT Buddhist\JJ religion\NN the\DT major\JJ topic\NN of\IN this\DT art\NN tradition\NN and\CC Buddhists\NNPS monks\NNS and\CC local\JJ .\.
htd15016	Undoubtedly\NNP the\DT ruins\NNS of\IN the\DT above\RB mentioned\VBN art\NN on\IN the\DT inaccessible\JJ roads\NNS are\VBP proof\NN of\IN the\DT fact\NN that\IN in\IN ancient\JJ times\NNS spread\NN and\CC expansion\NN of\IN Buddhist\JJ religion\NN and\CC culture\NN in\IN Tibet\NNP and\CC Central\NNP Asia\NNP would\MD have\VB taken\VBN place\NN through\IN the\DT medium\NN of\IN this\DT very\JJ period\NN .\.
htd15017	There\EX is\VBZ important\JJ contribution\NN of\IN this\DT art\NN tradition\NN on\IN local\JJ development\NN also\RB .\.
htd15018	Apart\RB from\IN this\DT its\PRP$ clear\JJ influence\NN has\VBZ fallen\VBN on\IN the\DT economic\JJ and\CC cultural\JJ sides\NNS of\IN Danda\NNP and\CC Ligli\NNP villages\NNS .\.
htd15019	Along\IN with\IN the\DT spread\NN of\IN the\DT Buddhist\JJ religion\NN in\IN the\DT Kushan\NNP age\NN the\DT Indian\JJ styles\NNS of\IN art\NN rose\VBD at\IN Mathura\NNP and\CC Gandhar\NNP .\.
htd15020	Apart\RB from\IN the\DT pre-existent\JJ art\NN of\IN this\DT place\NN the\DT influence\NN of\IN Mathura\NNP and\CC Gandhar\NNP styles\NNS can\MD also\RB be\VB seen\VBN on\IN Buddhist\JJ art\NN .\.
htd15021	These\DT art\NN patterns\NNS are\VBP seen\VBN carved\VBN on\IN the\DT large\JJ stones\NNS in\IN the\DT Maitrey\NNP and\CC statues\NNS of\IN the\DT Dhyani\NNP Buddhist\NNP creed\NN located\VBN at\IN several\JJ places\NNS like\IN Karshekhar\NNP ,\, Vyamakhar\NNP ,\, Sumdhung\NNP ,\, Sani\NNP ,\, Phe\NNP ,\, Tonde\NNP ,\, Jangla\NNP ,\, Muni\JJ etc.\NN .\.
htd15022	The\DT religious\JJ significance\NN of\IN these\DT places\NNS was\VBD continuously\RB maintained\VBN and\CC later\RB in\IN about\IN the\DT 9th\JJ -\: 10th\JJ century\NN inspired\VBN by\IN the\DT Tibetan\NNP Buddhist\NNP tradition\NN many\JJ caves\NNS were\VBD constructed\VBN .\.
htd15023	In\IN this\DT art\NN a\DT great\JJ Tibetan\JJ scholar\NN teacher\NN '\'' Rinchen\NNP Gumpo\NNP '\POS in\IN this\DT area\NN along\IN with\IN the\DT construction\NN of\IN monasteries\NNS and\CC temples\NNS made\VBD a\DT collection\NN of\IN incantations\NNS and\CC Tantric\JJ books\NNS .\.
