ID	Value
htd16001	After\IN going\VBG to\TO the\DT Mahakumbh\NNP fair\JJ people\NNS first\JJ of\IN all\DT take\VBP bath\NN in\IN Ganga\NNP and\CC after\IN this\DT journey\NN of\IN faith\NN comes\VBZ the\DT dilemma\NN of\IN '\'' what\WP to\TO do\VB now\RB '\'' .\.
htd16002	After\IN a\DT bath\NN in\IN Ganga\NNP you\PRP can\MD ramble\VB around\IN many\JJ places\NNS in\IN Haridwar\NNP .\.
htd16003	During\IN this\DT at\IN one\CD hand\NN you\PRP will\MD take\VB a\DT plunge\NN in\IN the\DT sea\NN of\IN faith\NN ,\, on\IN the\DT other\JJ hand\NN you\PRP will\MD also\RB feel\VB yourself\PRP to\TO be\VB in\IN the\DT river\NN of\IN adventure\NN .\.
htd16004	Haridwar\NNP '\POS s\VBZ wharf\NN '\'' Har\FW ki\FW Paudi\FW '\'' is\VBZ famous\JJ all\DT over\IN the\DT world\NN and\CC maximum\NN people\NNS come\VBP to\TO have\VB a\DT bath\NN at\IN this\DT place\NN .\.
htd16005	During\IN these\DT days\NNS of\IN Kumbh\JJ fair\NN you\PRP will\MD be\VB able\JJ to\TO see\VB many\JJ saints\NNS and\CC monks\NNS .\.
htd16006	When\WRB you\PRP are\VBP about\IN to\TO take\VB blessings\NNS from\IN them\PRP don\VBP '\POS t\NN be\VB surprised\VBN by\IN seeing\VBG them\PRP speak\VBP English\JJ because\IN you\PRP will\MD even\RB find\VB many\JJ of\IN them\PRP as\IN your\PRP$ doctor\NN or\CC lawyer\NN .\.
htd16007	Mansa\NNP Devi\NNP temple\NN is\VBZ on\IN '\'' Bilwa\NNP Mountain\NNP '\POS and\CC everyday\JJ thousands\NNS of\IN people\NNS reach\VBP here\RB to\TO pay\VB obeisance\NN .\.
htd16008	It\PRP is\VBZ said\VBD that\IN whichever\WDT person\NN comes\VBZ here\RB to\TO visit\VB goddess\NN with\IN a\DT true\JJ heart\NN has\VBZ all\PDT his\PRP$ wishes\NNS fulfilled\VBD .\.
htd16009	People\NNS here\RB say\VBP the\DT same\JJ about\IN the\DT '\POS Wishing\JJ tree\NN '\'' as\RB well\RB .\.
htd16010	You\PRP can\MD reach\VB here\RB by\IN ropeway\NN or\CC trekking\NN .\.
htd16011	This\DT temple\NN is\VBZ at\IN Neel\NNP mountain\NN and\CC many\JJ mythical\JJ stories\NNS are\VBP associated\VBN with\IN it\PRP .\.
htd16012	On\IN reaching\VBG here\RB a\DT beautiful\JJ panorama\NN of\IN beautiful\JJ mountains\NNS and\CC Haridwar\NNP will\MD be\VB visible\JJ .\.
htd16013	Tourists\NNS come\VBP at\IN this\DT point\NN especially\RB for\IN photography\NN .\.
htd16014	You\PRP can\MD reach\VB here\RB by\IN a\DT ropeway\NN ,\, which\WDT is\VBZ said\VBD as\IN Asia\NNP '\POS s\VBZ most\RBS adventurous\JJ ropeway\NN .\.
htd16015	This\DT ropeway\NN passes\VBZ by\IN the\DT mountains\NNS from\IN very\RB close\JJ .\.
htd16016	Along\IN with\IN paying\VBG a\DT visit\NN to\TO Goddess\NNP you\PRP can\MD also\RB enjoy\VB an\DT adventure\NN trip\NN .\.
htd16017	If\IN you\PRP want\VBP to\TO know\VB the\DT history\NN of\IN Haridwar\NNP then\RB do\VBP go\VB to\TO Maya\NNP temple\NN .\.
htd16018	You\PRP will\MD come\VB to\TO know\VB all\PDT the\DT mythical\JJ stories\NNS associated\VBN with\IN Haridwar\NNP .\.
htd16019	Whoever\WP comes\VBZ at\IN Mahakumbh\NNP fair\NN has\VBZ a\DT desire\NN that\IN he\PRP \/\VBD she\PRP sees\VBZ Ganga\NNP '\POS s\VBZ aarti\NNS at\IN '\'' Har\NNP ki\FW Paudi\NNP '\POS .\.
htd16020	Ganga\NNP '\POS s\VBZ aarti\NNS takes\VBZ place\NN everyday\JJ between\IN 5:30\CD and\CC 6:30\CD in\IN the\DT evening\NN .\.
htd16021	If\IN you\PRP want\VBP that\IN you\PRP should\MD see\VB the\DT complete\JJ aarti\NN comfortably\RB then\RB reach\VB the\DT wharf\NN half\PDT an\DT hour\NN before\RB .\.
htd16022	Otherwise\RB in\IN the\DT crowd\NN you\PRP will\MD not\RB find\VB place\NN to\TO see\VB Aarti\NNP .\.
htd16023	Besides\IN this\DT you\PRP can\MD also\RB see\VB Paraad\NNP Shiva\NNP linga\NN ,\, Bhaarat\NNP mata\NNP Temple\NNP ,\, Daksha\NNP Mahadeva\NNP temple\NN ,\, Neel\NNP Dhara\NNP bird\NN sanctuary\NN ,\, Sapt\FW rishi\FW ashram\NN ,\, Shanti\NNP Kunj\NNP ,\, Anandmayi\NNP Maa\NNP ashram\NN ,\, Pawan\NNP Dham\NNP ,\, double\RB edged\VBN Burffani\NNP temple\NN and\CC Rajaji\NNP national\JJ park\NN etc\NN .\.
htd16024	All\PDT these\DT places\NNS are\VBP in\IN Haridwar\NNP and\CC around\IN it\PRP .\.
htd16025	Spiritualism\NNP and\CC Yoga\NNP are\VBP associated\VBN to\TO each\DT other\JJ ,\, therefore\RB during\IN Mahakumbha\NNP meditation\NN and\CC Yoga\NN camps\NNS have\VBP been\VBN put\VBN up\RP a\DT lot\NN .\.
htd16026	If\IN you\PRP want\VBP to\TO practice\VB Yoga\NN and\CC meditation\NN then\RB you\PRP can\MD go\VB to\TO many\JJ other\JJ places\NNS along\IN with\IN Ashramas\NNP .\.
htd16027	You\PRP can\MD also\RB enjoy\VB Ayurvedic\JJ massage\NN and\CC body\NN spa\NN in\IN Haridwar\NNP .\.
htd16028	Ayurvedic\JJ oils\NNS and\CC medicinal\JJ herbs\NNS are\VBP used\VBN in\IN them\PRP .\.
htd16029	At\IN places\NNS like\IN mansion\NN Hariganga\NN you\PRP can\MD get\VB Shiromani\FW dhara\FW ,\, feet\NNS ,\, face\NN massage\NN etc\NN done\VBN .\.
htd16030	If\IN you\PRP do\VBP not\RB wish\VB to\TO stay\VB in\IN a\DT Dharamshaala\NNP or\CC a\DT hotel\NN then\RB tent\NN and\CC mansion\NN are\VBP the\DT best\JJS options\NNS for\IN you\PRP .\.
htd16031	Chains\NNS like\IN Leisure\NN group\NN hotels\NNS have\VBP arranged\VBN for\IN luxury\NN tents\NNS for\IN stay\NN in\IN Lahore\NNP House\NNP and\CC Bairangi\NNP Camp\NNP .\.
htd16032	If\IN you\PRP wish\VBP to\TO sleep\VB at\IN the\DT bank\NN of\IN river\NN then\RB you\PRP can\MD stay\VB in\IN these\DT temperature\NN proof\NN tents\NNS .\.
htd16033	Herein\NNP attached\VBD bathroom\NN and\CC for\IN a\DT bath\NN in\IN Ganga\NNP a\DT personal\JJ wharf\NN have\VBP also\RB been\VBN provided\VBN for\IN .\.
htd16034	Besides\IN this\DT you\PRP can\MD also\RB stay\VB in\IN a\DT 100\CD year\NN old\JJ mansion\NN .\.
htd16035	Besides\IN Indian\JJ food\NN you\PRP will\MD also\RB find\VB foreign\JJ food\NN here\RB .\.
htd16036	Considering\VBG the\DT faith\NN of\IN devotees\NNS arrangements\NNS for\IN Bhajan\NNP ,\, Kirtan\NNP and\CC havan\NN can\MD also\RB be\VB done\VBN .\.
htd16037	Means\NNP no\RB need\VBP to\TO wander\VB around\RB here\RB .\.
htd16038	Haridwar\NNP is\VBZ very\RB famous\JJ for\IN ingredients\NNS for\IN worship\NN ceremony\NN ,\, copper\NN and\CC brass\NN utensils\NNS ,\, glass\NN bangles\NNS ,\, rudraksh\NN ,\, cane\NN objects\NNS and\CC ayurvedic\JJ products\NNS .\.
htd16039	In\IN different\JJ parts\NNS of\IN Haridwar\NNP are\VBP many\JJ markets\NNS where\WRB you\PRP can\MD shop\VB .\.
htd16040	The\DT most\RBS famous\JJ of\IN them\PRP is\VBZ Moti\NNP bazaar\NN .\.
