ID	Value
htd7001	सुल्तान\N_NNP जहाँगीर\N_NNP अपने\PR_PRF माण्डू\N_NNP प्रवास\N_NN के\PSP दौरान\N_NN `\RD_PUNC जल\N_NNP महल\N_NNP `\RD_PUNC में\PSP ही\RP_RPD ठहरा\V_VM था\V_VAUX ।\RD_PUNC
htd7002	उस\PR_PRP समय\N_NN महल\N_NN को\PSP बेहद\RP_INTF सुन्दर\JJ ढंग\N_NN से\PSP सँवारा\V_VM गया\V_VAUX था\V_VAUX ।\RD_PUNC
htd7003	चम्पा\N_NNP बाबड़ी\N_NNP प्राचीन\JJ समय\N_NN में\PSP बाबड़ी\N_NNP थी\V_VAUX ।\RD_PUNC
htd7004	शाही\JJ महिलायें\N_NN इस\DM_DMD बाबड़ी\N_NNP का\PSP उपयोग\N_NN पानी\N_NN पीने\V_VM के\PSP लिए\PSP करती\V_VM थीं\V_VAUX ।\RD_PUNC
htd7005	चम्पा\N_NNP बाबड़ी\N_NNP के\PSP अन्दर\N_NST से\PSP रास्ते\N_NN बनाये\V_VM गये\V_VAUX थे\V_VAUX जो\PR_PRL माण्डू\N_NNP से\PSP बाहर\N_NST की\PSP ओर\N_NN निकलते\V_VM थे\V_VAUX ।\RD_PUNC
htd7006	इस\DM_DMD बाबड़ी\N_NNP की\PSP आकृति\N_NN चम्पा\N_NNP के\PSP फूल\N_NN की\PSP भाँति\N_NN होने\V_VM से\PSP इसका\DM_DMR नाम\N_NN चम्पा\N_NNP बावड़ी\N_NNP पड़ा\V_VM ।\RD_PUNC
htd7007	तवेली\N_NNP महल\N_NNP का\PSP निर्माण\N_NN राजमहल\N_NNP के\PSP सुरक्षाकर्मियों\N_NN के\PSP रहने\V_VM हेतु\PSP करवाया\V_VM गया\V_VAUX था\V_VAUX ।\RD_PUNC
htd7008	तवेली\N_NNP महल\N_NNP में\PSP भारतीय\JJ पुरातत्‍व\JJ सर्वेक्षण\N_NN विभाग\N_NN का\PSP कार्यालय\N_NN एवं\CC_CCD रेस्ट\N_NN हाउस\N_NN है\V_VAUX ।\RD_PUNC
htd7009	हिण्डोला\N_NNP महल\N_NN -\RD_PUNC पत्थरों\N_NN से\PSP निर्मित\N_NN इस\DM_DMD भवन\N_NN में\PSP एक\QT_QTC बड़ा\JJ सभा\N_NN भवन\N_NN है\V_VAUX जिसकी\PR_PRL लम्बाई\N_NN 88\QT_QTC फुट\N_NN और\CC_CCD चौड़ाई\N_NN 25\QT_QTC फुट\N_NN है\V_VAUX ।\RD_PUNC
htd7010	आकार\N_NN झूले\N_NN के\PSP सामान\N_NN होने\V_VM से\PSP इसे\DM_DMR हिंडोला\N_NNP महल\N_NN कहा\V_VM जाता\V_VAUX है\V_VAUX ।\RD_PUNC
htd7011	हिण्डोला\N_NNP महल\N_NN मालवा\N_NNP के\PSP सुल्तानों\N_NN का\PSP दीवान-ए-खास\N_NNP था\V_VAUX ।\RD_PUNC
htd7012	इस\DM_DMR महल\N_NN के\PSP भीतरी\N_NST भाग\N_NN में\PSP ढालू\JJ मार्ग\N_NN बनाया\V_VM गया\V_VAUX था\V_VAUX ।\RD_PUNC
htd7013	इस\DM_DMD मार्ग\N_NN से\PSP शाही\JJ महिलायें\N_NN पालकी\N_NN ,\RD_PUNC हाथी\N_NNP ,\RD_PUNC घोड़ो\N_NNP पर\PSP बैठकर\V_VM महल\N_NN में\PSP प्रवेश\V_VM करती\V_VAUX थीं\V_VAUX ।\RD_PUNC
htd7014	जहाज\N_NNP महल\N_NNP का\PSP निर्माण\N_NN परमार\N_NNP राजा\N_NN मुंज\N_NNP ने\PSP करवाया\V_VM था\V_VAUX ।\RD_PUNC
