ID	Value
htd2001	दक्षिण\N_NNP का\PSP कश्मीर\N_NNP मुन्नार\N_NNP ।\RD_PUNC
htd2002	पर्वत\N_NN ,\RD_PUNC झील\N_NN ,\RD_PUNC वन\N_NN ,\RD_PUNC चाय\N_NN बागान\N_NN ,\RD_PUNC मसालों\N_NN के\PSP खेत\N_NN ,\RD_PUNC चारों\QT_QTC ओर\N_NST हरियाली\N_NN व\CC_CCD ताज़गी\N_NN से\PSP भरपूर\JJ ,\RD_PUNC मादक\JJ वातावरण\N_NN से\PSP युक्त\JJ मुन्नार\N_NNP का\PSP सौंदर्य\N_NN अद्वितीय\JJ है\V_VAUX ।\RD_PUNC
htd2003	ऐसा\DM_DMD प्रतीत\N_NN होता\V_VM है\V_VAUX कि\CC_CCS मुन्नार\N_NNP के\N_NN सौंदर्य\N_NN को\N_NN संजोकर\V_VM रखने\V_VAUX में\PSP प्रकृति\N_NN ने\PSP भी\RP_RPD शायद\N_NN कुछ\QT_QTF ज़्यादा\RP_INTF ही\RP_RPD सावधानी\N_NN बरती\V_VM है\V_VAUX ।\N_NN
htd2004	केरल\N_NN के\PSP इडूकी\N_NN ज़िले\N_NN में\PSP समुद्रतल\N_NN से\PSP 1,524\QT_QTC मीटर\N_NN की\PSP ऊँचाई\N_NN पर\PSP स्थित\N_NN मुन्नार\N_NNP पर्वतीय\N_NN स्थल\N_NN दक्षिण\N_NN भारत\N_NNP के\PSP कश्मीर\N_NNP के\PSP रूप\N_NN में\PSP जाना\V_VM जाता\V_VAUX है\V_VAUX ।\RD_PUNC
htd2005	मुन्नार\N_NNP यानी\N_NN मून\N_NNP व\N_NN आर\N_NNP का\PSP तमिल\N_NNP भाषा\N_NN में\PSP शाब्दिक\N_NN अर्थ\N_NN है\V_VAUX तीन\QT_QTC नदियाँ\N_NN ।\RD_PUNC
htd2006	मुदिरापुझा\N_NNP ,\RD_PUNC नल्लाथानी\N_NNP तथा\N_NN कुन्डला\N_NNP नदियों\N_NN का\PSP संगम\N_NNP शहर\N_NN के\PSP बीचोंबीच\N_NST ही\RP_RPD होता\V_VM है\V_VAUX ।\RD_PUNC
htd2007	इन्हीं\N_NN नदियों\N_NN से\PSP शहर\N_NN की\PSP समस्त\RP_INTF आवश्यकताओं\N_NN की\PSP आपूर्ति\N_NN भी\RP_RPD होती\V_VM है\V_VAUX ।\RD_PUNC
htd2008	अन्नामलाई\N_NNP पर्वत\N_NN श्रृंखला\N_NN के\PSP मध्य\N_NN स्थित\N_NN मुन्नार\N_NNP पर्यटन\JJ स्थल\N_NN राष्ट्रीय\N_NN राजमार्ग\N_NN नंबर\N_NN 49\QT_QTC के\PSP द्वारा\N_NN प्रमुख\JJ शहर\N_NN कोच्चि\N_NNP से\PSP जुड़ा\V_VM हुआ\V_VAUX है\V_VAUX ।\RD_PUNC
htd2009	मुन्नार\N_NNP पहुँचने\V_VM के\PSP लिए\PSP निकटतम\N_NN एयरपोर्ट\N_NN व\CC_CCD रेलवे\N_NN स्टेशन\N_NN भी\RP_RPD कोच्चि\N_NNP ही\RP_RPD है\V_VAUX जो\PR_PRL कि\N_NN मात्र\N_NN 130\QT_QTC कि.मी.\N_NN की\PSP दूरी\N_NN पर\PSP स्थित\N_NN है\V_VAUX तथा\CC_CCS मात्र\N_NN चार\QT_QTC घंटों\N_NN की\PSP ड्राइव\N_NN के\PSP पश्चात\N_NN ही\RP_RPD यहाँ\DM_DMD पहुँचा\V_VM जा\V_VM सकता\V_VAUX है\V_VAUX ।\RD_PUNC
htd2010	मुन्नार\N_NNP केवल\QT_QTF कोच्चि\N_NNP से\PSP ही\RP_RPD नहीं\RP_NEG ,\RD_PUNC बल्कि\CC_CCS प्रसिद्ध\JJ पर्यटन\JJ स्थल\N_NN थेक्केडी\N_NN से\PSP भी\RP_RPD पहुँचा\V_VM जा\V_VAUX सकता\V_VAUX है\V_VAUX ।\RD_PUNC
htd2011	थेक्केडी\N_NNP से\PSP देवीकुलम\N_NNP होते\V_VM हुए\V_VAUX लगभग\N_NN 70\QT_QTC कि.मी.\N_NN लम्बे\JJ इस\DM_DMD मार्ग\N_NN से\PSP मुन्नार\N_NNP पहुँचना\V_VM अपने\PR_PRF आप\PR_PRP में\PSP एक\QT_QTC अनोखा\N_NN अनुभव\N_NN है\V_VAUX ।\RD_PUNC
htd2012	चाय\N_NN ,\RD_PUNC कॉफी\N_NN के\PSP बागानों\N_NN के\PSP अलावा\PSP पूरा\JJ मार्ग\N_NN तरह-तरह\N_NN के\PSP मसालों\N_NN जैसे\N_NN काली\JJ मिर्च\N_NN ,\RD_PUNC इलायची\N_NN आदि\N_NN के\PSP बागानों\N_NN से\PSP भरा\JJ पड़ा\V_VM है\V_VAUX ।\RD_PUNC
