ID	Value
htd18001	Penang\NNP settled\VBD in\IN the\DT lap\NN of\IN nature\NN is\VBZ a\DT beautiful\JJ tourist\NN spot\NN which\WDT has\VBZ natural\JJ scenes\NNS ,\, ancient\JJ heritage\NN and\CC history\NN gathered\VBN in\IN it\PRP .\.
htd18002	Penang\NNP is\VBZ a\DT famous\JJ tourist\NN spot\NN of\IN Malaysia\NNP .\.
htd18003	It\PRP is\VBZ no\DT doubt\NN known\VBN for\IN its\PRP$ many\JJ attractive\JJ spots\NNS and\CC marvellous\JJ beaches\NNS and\CC along\IN side\NN is\VBZ also\RB famous\JJ for\IN its\PRP$ tasty\JJ food\NN worldwide\NN .\.
htd18004	This\DT is\VBZ the\DT reason\NN that\IN people\NNS from\IN far\JJ flung\NN places\NNS come\VBP here\RB to\TO make\VB merry\NN and\CC to\TO enjoy\VB the\DT tasty\JJ cuisines\NNS here\RB .\.
htd18005	Even\RB today\NN centuries\NNS old\JJ buildings\NNS have\VBP been\VBN preserved\VBN here\RB which\WDT is\VBZ an\DT important\JJ part\NN of\IN Penang\NNP .\.
htd18006	Amidst\IN these\DT old\JJ buildings\NNS you\PRP will\MD also\RB be\VB able\JJ to\TO see\VB very\RB high\JJ modern\JJ buildings\NNS as\RB well\RB which\WDT represent\VBP the\DT contemporary\JJ face\NN of\IN this\DT island\NN .\.
htd18007	This\DT is\VBZ the\DT fourth\JJ largest\JJS of\IN Malaysia\NNP and\CC most\RBS highly\RB populated\JJ island\NN of\IN Malaysia\NNP .\.
htd18008	Penang\NNP is\VBZ connected\VBN with\IN the\DT main\JJ land\NN of\IN Malaysia\NNP through\IN a\DT 13\CD .\.D km\NN long\JJ bridge\NN .\.
htd18009	This\DT highest\JJS bridge\NN of\IN Asia\NNP was\VBD ready\JJ after\IN construction\NN in\IN 1985\CD .\.
htd18010	Penang\NNP hill\NN is\VBZ the\DT most\RBS winsome\JJ place\NN of\IN this\DT island\NN which\WDT is\VBZ situated\VBN at\IN a\DT height\NN of\IN 821\CD metres\NNS above\IN sea\NN level\NN .\.
htd18011	When\WRB we\PRP were\VBD ascending\VBG in\IN this\DT hill\NN while\IN enjoying\VBG the\DT fresh\JJ air\NN ,\, then\RB we\PRP could\MD see\VB some\DT grand\JJ buildings\NNS from\IN the\DT time\NN of\IN the\DT British\JJ whose\WP$ construction\NN was\VBD done\VBN for\IN their\PRP$ own\JJ use\NN .\.
htd18012	Today\NN these\DT buildings\NNS have\VBP been\VBN converted\VBN to\TO guesthouses\NNS and\CC restaurants\NNS .\.
htd18013	A\DT bird\NN '\'' s\VBZ eye\NN view\NN of\IN Penang\NNP from\IN the\DT hill\NN is\VBZ worth\JJ seeing\VBG .\.
htd18014	Situated\VBN in\IN Tanjung\NNP Bungah\NNP is\VBZ a\DT museum\NN of\IN toys\NNS .\.
htd18015	Here\RB you\PRP can\MD see\VB more\JJR than\IN one\CD lakh\JJ toys\NNS ,\, dolls\NNS and\CC other\JJ things\NNS for\IN the\DT entertainment\NN of\IN kids\NNS of\IN various\JJ kinds\NNS .\.
htd18016	Kids\NNS like\VBP to\TO spend\VB much\JJ time\NN in\IN this\DT museum\NN .\.
htd18017	Human\JJ size\NN figures\NNS of\IN super\JJ heroes\NNS are\VBP also\RB kept\VBN over\RP here\RB .\.
htd18018	Children\NNS who\WP went\VBD with\IN us\PRP really\RB enjoyed\VBD in\IN this\DT museum\NN .\.
htd18019	We\PRP enjoyed\VBD the\DT most\JJS in\IN Asia\NNP '\POS s\VBZ only\RB Tropical\JJ Spice\NNP Garden\NNP situated\VBD in\IN a\DT place\NN named\VBN Teluk\NNP Bahang\NNP of\IN Penang\NNP .\.
htd18020	This\DT garden\NN surrounded\VBN with\IN rare\JJ trees\NNS laden\JJ with\IN green\JJ leaves\NNS ,\, medicinal\JJ herbs\NNS of\IN various\JJ species\NNS and\CC fruits\NNS and\CC plants\NNS from\IN all\DT parts\NNS of\IN the\DT world\NN is\VBZ no\RB less\JJR than\IN a\DT heaven\NN .\.
htd18021	Blue\JJ ocean\NN in\IN front\NN of\IN the\DT coffee\NN house\NN situated\VBN in\IN the\DT garden\NN is\VBZ worth\JJ seeing\VBG .\.
htd18022	There\EX is\VBZ also\RB a\DT butterfly\NN garden\NN in\IN Teluk\NNP Bahang\NNP which\WDT is\VBZ famous\JJ worldwide\NN .\.
htd18023	When\WRB in\IN 2008\CD former\JJ prime\JJ minister\NN of\IN Britain\NNP Tony\NNP Blair\NNP had\VBD come\VBN here\RB to\TO spend\VB his\PRP$ holidays\NNS with\IN his\PRP$ wife\NN then\RB he\PRP had\VBD gone\VBN to\TO see\VB this\DT garden\NN specially\RB .\.
htd18024	On\IN entering\VBG this\DT garden\NN colorful\JJ butterflies\NNS start\VBP flying\VBG around\IN you\PRP as\IN if\IN they\PRP are\VBP eager\JJ to\TO befriend\VB you\PRP .\.
htd18025	Penang\NNP '\POS s\VBZ national\JJ garden\NN situated\VBN in\IN Paintai\NNP Aache\NNP is\VBZ the\DT smallest\JJS garden\NN of\IN Malaysia\NNP but\CC even\RB then\RB it\PRP is\VBZ no\DT less\RBR attractive\JJ than\IN any\DT other\JJ garden\NN .\.
htd18026	This\DT garden\NN is\VBZ situated\VBN on\IN a\DT sea\NN shore\NN .\.
htd18027	This\DT sea\NN shore\NN ,\, by\IN it\PRP '\'' s\VBZ clean\JJ sand\NN and\CC blue\JJ water\NN ,\, attracts\VBZ people\NNS of\IN all\DT ages\NNS equally\RB towards\IN it\PRP .\.
htd18028	Penang\NNP is\VBZ also\RB famous\JJ for\IN its\PRP$ ancient\JJ Buddhist\JJ temples\NNS .\.
htd18029	Of\IN them\PRP 140\CD year\NN old\JJ Zed\NNP Emperor\NNP temple\NN is\VBZ situated\VBN near\IN Penang\NNP Hill\NNP railway\NN station\NN .\.
htd18030	On\IN the\DT day\NN of\IN Chinese\JJ new\JJ year\NN a\DT huge\JJ crowd\NN of\IN Buddhist\JJ followers\NNS gather\VBP here\RB .\.
htd18031	Apart\RB from\IN this\DT '\'' Kek\NNP Lok\NNP Se\NNP '\POS temple\NN made\VBN in\IN 1990\CD is\VBZ Malaysia\NNP '\POS s\VBZ largest\JJS Buddhist\JJ temple\NN .\.
htd18032	Thai\NNP festivals\NNS named\VBD Sankrant\NNP and\CC Loy\NNP Krathong\NNP are\VBP celebrated\VBN with\IN a\DT lot\NN of\IN pomp\NN and\CC show\NN even\RB today\NN .\.
htd18033	On\IN the\DT day\NN of\IN sankrant\JJ New\JJ year\NN of\IN Thais\NNP s\VBZ begun\VBN and\CC is\VBZ celebrated\VBN for\IN 3\CD .\.D days\NNS .\.
htd18034	On\IN the\DT day\NN of\IN this\DT festival\NN people\NNS pour\VBP scented\JJ water\NN over\IN each\DT other\JJ .\.
htd18035	It\PRP is\VBZ like\IN our\PRP$ Holi\NNP festival\NN but\CC the\DT difference\NN is\VBZ in\IN India\NNP water\NN mixed\VBN with\IN color\NN is\VBZ thrown\VBN on\IN each\DT other\JJ whereas\IN over\IN here\RB only\JJ fragrance\NN is\VBZ mixed\JJ in\IN water\NN .\.
htd18036	There\EX is\VBZ also\RB a\DT temple\NN of\IN snakes\NNS in\IN Penang\NNP which\WDT locals\NNS call\VBP by\IN the\DT name\NN '\'' Chor\NNP su\NNP Kong\NNP '\POS .\.
htd18037	It\PRP is\VBZ believed\VBN that\IN for\IN the\DT protection\NN of\IN the\DT idol\NN of\IN this\DT temple\NN these\DT snakes\NNS had\VBD spread\VBN in\IN the\DT entire\JJ temple\NN which\WDT can\MD be\VB seen\VBN crawling\VBG on\IN plants\NNS with\IN green\JJ leaves\NNS even\RB today\NN .\.
htd18038	At\IN times\NNS it\PRP becomes\VBZ difficult\JJ even\RB to\TO look\VB for\IN green\JJ snakes\NNS among\IN these\DT green\JJ leaves\NNS .\.
htd18039	By\IN the\DT smoke\NN of\IN the\DT burning\NN scented\JJ incense\NN sticks\VBZ in\IN the\DT temple\NN snakes\NNS are\VBP seen\VBN in\IN unconscious\JJ state\NN .\.
htd18040	People\NNS visiting\VBG there\EX are\VBP not\RB in\IN danger\NN due\JJ to\TO these\DT snakes\NNS .\.
htd18041	Penang\NNP is\VBZ also\RB famous\JJ for\IN its\PRP$ variety\NN of\IN food\NN .\.
htd18042	The\DT taste\NN of\IN these\DT dishes\NNS is\VBZ unique\JJ in\IN itself\PRP and\CC you\PRP can\MD enjoy\VB them\PRP in\IN the\DT night\NN market\NN at\IN road\NN side\NN or\CC sitting\VBG in\IN some\DT good\JJ restaurant\NN .\.
htd18043	If\IN while\NN on\IN a\DT foreign\JJ tour\NN also\RB you\PRP want\VBP to\TO be\VB associated\VBN with\IN Indian\JJ food\NN then\RB on\IN this\DT island\NN there\EX is\VBZ no\DT dearth\NN of\IN Banana\NNP leaf\NN and\CC similar\JJ other\JJ Indian\JJ eating\NN joints\NNS .\.
htd18044	You\PRP can\MD also\RB roam\VB around\RP on\IN island\NN nearby\JJ by\IN taking\VBG a\DT boat\NN from\IN Penang\NNP port\NN .\.
htd18045	We\PRP went\VBD to\TO the\DT journey\NN of\IN beautiful\JJ Langkawi\NNP island\NN by\IN a\DT boat\NN .\.
htd18046	There\EX is\VBZ everything\NN in\IN Langkawi\NNP island\NN which\WDT is\VBZ sought\VBN by\IN any\DT tourist\NN interested\JJ in\IN natural\JJ beauty\NN .\.
htd18047	If\IN we\PRP call\VBP this\DT island\NN as\IN the\DT Honolulu\NNP of\IN Asia\NNP then\RB it\PRP would\MD n't\RB be\VB an\DT exaggeration\NN .\.
htd18048	If\IN you\PRP want\VBP then\RB you\PRP can\MD spend\VB 2\CD .\.D days\NNS in\IN the\DT lap\NN of\IN it\PRP wondrous\JJ beauty\NN but\CC if\IN have\JJ lack\NN of\IN time\NN then\RB you\PRP can\MD return\VB to\TO Penang\NNP in\IN the\DT evening\NN by\IN going\VBG to\TO Lengkawi\NNP in\IN the\DT morning\NN by\IN a\DT boat\NN .\.
htd18049	Right\RB outside\IN the\DT port\NN of\IN Lengkawi\NNP you\PRP will\MD get\VB a\DT taxi\NN to\TO make\VB you\PRP roam\VB around\IN the\DT entire\JJ island\NN in\IN one\CD day\NN only\RB but\CC do\VBP not\RB forget\VB to\TO fix\VB the\DT fare\NN of\IN the\DT taxi\NN before\IN hiring\VBG it\PRP .\.
htd18050	Kalsi\NNP is\VBZ a\DT beautiful\JJ hamlet\NN situated\VBN near\IN Dehradun\NNP and\CC is\VBZ upcoming\VBG as\IN a\DT tourist\NN spot\NN .\.
htd18051	It\PRP is\VBZ known\VBN for\IN its\PRP$ beauty\NN and\CC historical\JJ importance\NN .\.
htd18052	To\TO enjoy\VB here\RB facility\NN of\IN all\DT activities\NNS is\VBZ here\RB .\.
htd18053	You\PRP can\MD enjoy\VB Kayaking\NNP ,\, fishing\NN ,\, river\NN rafting\NN ,\, parasailing\NN etc\NN here\RB .\.
htd18054	Many\JJ important\JJ institutes\NN are\VBP also\RB here\RB in\IN which\WDT Botanical\NNP Survey\NNP of\IN India\NNP ,\, Zoological\NNP Survey\NNP of\IN India\NNP ,\, Wildlife\NNP Institute\NNP of\IN India\NNP etc\NN are\VBP included\VBN .\.
htd18055	The\DT distance\NN of\IN Kalsi\NNP from\IN Delhi\NNP is\VBZ 300\CD kms\NNS .\.
htd18056	The\DT nearest\JJS airport\NN and\CC railway\NN station\NN of\IN Kalsi\NNP is\VBZ Dehradun\NNP which\WDT are\VBP at\IN a\DT distance\NN of\IN 73\CD km\NN and\CC 50\CD km\NN respectively\RB .\.
htd18057	Bus\NN can\MD also\RB be\VB boarded\VBN from\IN Delhi\NNP to\TO Kalsi\NNP .\.
htd18058	I\PRP have\VBP fallen\VBN in\IN love\NN with\IN Scotland\NNP .\.
htd18059	A\DT few\JJ days\NNS back\RB because\IN of\IN some\DT free\JJ time\NN in\IN hand\NN I\PRP made\VBD a\DT plan\NN to\TO visit\VB Scotland\NNP and\CC reached\VBD there\RB .\.
htd18060	To\TO reach\VB there\RB a\DT very\RB long\JJ journey\NN via\IN Helsinki\NNP to\TO London\NNP and\CC Glasgow\NNP had\VBD to\TO be\VB undergone\VBN .\.
htd18061	After\IN this\DT I\PRP reached\VBD a\DT very\RB small\JJ village\NN named\VBN Loch\NNP Lomond\NNP about\IN 40\CD kms\NNS drive\VBP from\IN the\DT airport\NN .\.
htd18062	The\DT greenery\NN there\EX was\VBD very\RB attractive\JJ and\CC the\DT beauty\NN there\RB overpowered\VBD me\PRP in\IN one\CD glance\NN .\.
htd18063	Especially\RB fields\NNS merging\VBG in\IN one\CD another\DT were\VBD worth\JJ a\DT look\NN .\.
htd18064	On\IN looking\VBG at\IN sheep\NN and\CC goats\NNS roaming\VBG around\RB with\IN people\NNS there\RB I\PRP was\VBD reminded\VBN of\IN comics\NNS and\CC cartoon\NN strip\NN .\.
htd18065	There\EX is\VBZ a\DT big\JJ lake\NN named\VBN Lomond\NNP .\.
htd18066	A\DT lake\NN in\IN local\JJ language\NN is\VBZ known\VBN as\IN '\'' Loh\NNP '\POS .\.
htd18067	In\IN this\DT way\NN the\DT name\NN of\IN the\DT lake\NN is\VBZ said\VBD as\IN '\'' Loh\NNP Lomond\NNP '\POS .\.
htd18068	The\DT national\JJ park\NN their\PRP$ ,\, Trocha\NNP ,\, is\VBZ also\RB on\IN the\DT bank\NN of\IN the\DT lake\NN .\.
htd18069	Although\IN there\EX you\PRP will\MD not\RB get\VB wildlife\NN equivalent\JJ to\TO that\DT of\IN India\NNP .\.
htd18070	Apart\RB from\IN this\DT ,\, the\DT twittering\NN of\IN birds\NNS in\IN the\DT calm\JJ valleys\NNS and\CC the\DT beautiful\JJ scene\NN of\IN the\DT sky\NN can\MD bind\NN anyone\NN in\IN it\PRP 's\VBZ love\NN .\.
htd18071	I\PRP found\VBD the\DT people\NNS there\RB very\RB nice\JJ and\CC quite\RB helpful\JJ .\.
htd18072	Their\PRP$ honesty\NN and\CC good\JJ behavior\NN is\VBZ praiseworthy\JJ .\.
htd18073	It\PRP is\VBZ noteworthy\JJ that\IN Scotland\NNP is\VBZ the\DT third\JJ island\NN of\IN United\NNP Kingdom\NNP .\.
htd18074	After\IN staying\VBG there\RB I\PRP noticed\VBD one\CD thing\NN that\IN despite\IN being\VBG part\NN of\IN UK\NNP the\DT people\NNS of\IN Scotland\NNP are\VBP not\RB like\IN those\DT of\IN London\NNP .\.
htd18075	Although\IN language\NN is\VBZ a\DT big\JJ problem\NN with\IN them\PRP .\.
htd18076	Actually\RB it\PRP is\VBZ a\DT bit\NN difficult\JJ to\TO understand\VB Scottish\JJ accent\NN and\CC if\IN not\RB heard\VBN properly\RB then\RB you\PRP won\VBD '\POS t\NN be\VB able\JJ to\TO understand\VB a\DT single\JJ word\NN of\IN their\PRP$ language\NN .\.
htd18077	If\IN you\PRP are\VBP keen\JJ to\TO shop\VB and\CC enjoy\VB night\NN life\NN then\RB I\PRP will\MD advice\NN you\PRP that\IN you\PRP reach\VBP Glaso\NNP while\IN driving\VBG .\.
htd18078	Word\NN -\: class\NN and\CC big\JJ shopping\NN and\CC art\NN galleries\NNS are\VBP there\RB .\.
