ID	Value
htd13001	राजस्थान\N_NNP की\PSP पौराणिक\JJ ठाटबाट\N_NN दर्शाती\V_VM यहाँ\DM_DMD की\PSP हवेलियाँ\N_NN बेजोड़\JJ नक्काशी\N_NN व\CC_CCD ऐशगाह\N_NN के\PSP लिए\PSP मशहूर\JJ हैं\V_VM ।\RD_PUNC
htd13002	इन\DM_DMR हवेलियों\N_NN को\PSP देखने\V_VM के\PSP लिए\PSP सैलानियों\N_NN का\PSP ताँता\N_NN लगा\V_VM रहता\V_VAUX है\V_VAUX ।\RD_PUNC
htd13003	बीकानेर\N_NNP व\CC_CCD जैसलमेर\N_NNP में\PSP खास\JJ कारणों\N_NN से\PSP कुछ\QT_QTF हवेलियाँ\N_NN प्रसिद्ध\JJ हैं\V_VM ।\RD_PUNC
htd13004	बीकानेर\N_NNP की\PSP रामपुरिया\N_NNP हवेली\N_NNP ,\RD_PUNC डागा\N_NNP की\N_NNP हवेली\N_NNP ,\RD_PUNC कोठारी\N_NNP की\N_NNP हवेली\N_NNP ,\RD_PUNC धोल्हा\N_NNP की\N_NNP हवेली\N_NNP ,\RD_PUNC नाथमलजी\N_NNP की\N_NNP हवेली\N_NNP ,\RD_PUNC पटवों\N_NNP की\N_NNP हवेलियाँ\N_NNP व\CC_CCD सालिमा\N_NNP सिंह\N_NNP की\N_NNP हवेली\N_NNP आदि\N_NN ।\RD_PUNC
htd13005	पर्यटक\N_NN इन\DM_DMR हवेलियों\N_NN की\PSP सैर\N_NN घुड़सवारी\N_NN द्वारा\PSP भी\RP_RPD कर\V_VM सकते\V_VAUX हैं\V_VAUX ।\RD_PUNC
htd13006	इनमें\DM_DMR से\PSP कुछ\QT_QTF हवेलियों\N_NN में\PSP पुराने\JJ व्यापारी\N_NN व\CC_CCD उनके\PR_PRP वंशज\N_NN रहते\V_VM हैं\V_VAUX और\CC_CCD कुछ\QT_QTF को\PSP होटलों\N_NN आदि\N_NN में\PSP बदल\N_NN दिया\V_VM गया\V_VAUX है\V_VAUX ।\RD_PUNC
htd13007	नाथमलजी\N_NNP की\N_NNP हवेली\N_NNP 19वीं\QT_QTO सदी\N_NN के\PSP उत्तरार्ध\N_NN में\PSP बनाई\V_VM गई\V_VAUX ।\RD_PUNC
htd13008	नाथमलजी\N_NNP की\N_NNP हवेली\N_NNP की\PSP वास्तुकला\N_NN ,\RD_PUNC शिल्पकला\N_NN अद्‍भुत\JJ है\V_VM ।\RD_PUNC
htd13009	नाथमलजी\N_NNP की\N_NNP हवेली\N_NNP के\PSP दाएँ\N_NN भाग\N_NN में\PSP 2\QT_QTC भाइयों\N_NN ने\PSP नक्काशी\N_NN की\V_VM थी\V_VAUX ।\RD_PUNC
htd13010	ये\DM_DMD दोनों\QT_QTC नक्काशियाँ\N_NN एक\QT_QTC जैसी\JJ तो\RP_RPD नहीं\RP_NEG है\V_VM लेकिन\CC_CCD इनकी\DM_DMR रूपरेखा\N_NN बहुत\QT_QTF कुछ\QT_QTF समान\JJ व\CC_CCD आनुपातिक\JJ है\V_VM ।\RD_PUNC
