ID	Value
htd5001	In\IN almost\RB all\PDT the\DT megacities\NNS of\IN America\NNP we\PRP get\VBP to\TO see\VB skyscrapers\NNS and\CC fast\JJ pace\NN life\NN .\.
htd5002	On\IN just\RB entering\VBG Philadelphia\NNP of\IN the\DT Pennsylvania\NNP state\NN it\PRP differentiates\VBZ us\PRP from\IN other\JJ megacities\NNS of\IN America\NNP .\.
htd5003	It\PRP is\VBZ nearer\IN to\TO other\JJ cities\NNS of\IN Europe\NNP .\.
htd5004	Most\JJS of\IN the\DT buildings\NNS of\IN Philadelphia\NNP are\VBP of\IN European\JJ style\NN .\.
htd5005	Philadelphia\NNP has\VBZ preserved\VBN the\DT old\JJ form\NN even\RB today\NN .\.
htd5006	Philadelphia\NNP is\VBZ a\DT live\JJ and\CC stirring\VBG tourist\NN place\NN .\.
htd5007	The\DT middle\JJ part\NN of\IN Philadelphia\NNP city\NN is\VBZ spread\VBN in\IN the\DT west\NN from\IN the\DT Schuylkill\NNP river\NN to\TO the\DT Delaware\NNP river\NN in\IN the\DT east\JJ on\IN the\DT other\JJ side\NN .\.
htd5008	All\PDT the\DT visiting\VBG places\NNS of\IN it\PRP are\VBP located\VBN in\IN the\DT middle\JJ part\NN of\IN the\DT city\NN itself\PRP .\.
htd5009	All\DT of\IN these\DT are\VBP so\RB much\RB contiguous\JJ to\TO one\CD another\DT that\IN you\PRP can\MD see\VB them\PRP by\IN moving\VBG on\IN foot\NN .\.
htd5010	You\PRP can\MD start\VB the\DT tour\NN of\IN the\DT Philadelphia\NNP city\NN from\IN the\DT Independence\NNP National\NNP Historic\NNP Park\NNP .\.
htd5011	In\IN the\DT area\NN of\IN this\DT one\CD mile\NN an\DT invaluable\JJ history\NN of\IN America\NNP is\VBZ hidden\VBN .\.
htd5012	Independence\NNP National\NNP Historic\NNP Park\NNP is\VBZ spread\VBN in\IN the\DT west\NN upto\JJ Delaware\NNP river\NN i\FW .\.YM .\: Walnut\NNP and\CC Arch\NNP Street\NNP .\.
htd5013	It\PRP can\MD take\VB you\PRP the\DT whole\JJ day\NN in\IN touring\VBG here\RB .\.
htd5014	Buildings\NNS of\IN red\JJ bricks\NNS built\VBN here\RB are\VBP the\DT best\JJS examples\NNS of\IN Georgian\JJ architect\NN .\.
htd5015	In\IN the\DT west\NN of\IN the\DT Market\NNP Street\NNP 2\CD best\JJS museums\NNS are\VBP located\VBN .\.
htd5016	Out\IN of\IN these\DT one\CD is\VBZ dedicated\VBN to\TO the\DT history\NN and\CC culture\NN of\IN the\DT Jews\NNS of\IN America\NNP .\.
htd5017	You\PRP will\MD also\RB get\VB to\TO see\VB a\DT Synagogue\NNP ,\, the\DT worship\NN place\NN of\IN the\DT Jews\NNS ,\, and\CC a\DT statue\NN of\IN religious\JJ freedom\NN here\RB .\.
htd5018	Second\JJ museum\NN narrates\VBZ the\DT story\NN of\IN the\DT non-white\JJ African\JJ Americans\NNS .\.
htd5019	They\PRP had\VBD come\VBN here\RB at\IN the\DT start\NN of\IN the\DT 20th\JJ century\NN during\IN the\DT American\JJ reconstruction\NN and\CC settled\VBN here\RB .\.
