ID	Value
htd6001	Since\IN always\RB Sunderbans\NNPS has\VBZ remained\VBN secretive\JJ ,\, this\DT address\NN of\IN the\DT Royal\NNP Bengal\NNP Tiger\NNP is\VBZ included\VBN in\IN the\DT list\NN of\IN world\NN heritage\NN sites\NNS of\IN UNESCO\NNP .\.
htd6002	The\DT identity\NN of\IN Sunderbans\NNPS in\IN reality\NN becomes\VBZ a\DT reason\NN of\IN happiness\NN for\IN those\DT people\NNS who\WP are\VBP in\IN love\NN with\IN jungles\NNS .\.
htd6003	Apart\RB from\IN being\VBG the\DT home\NN of\IN the\DT most\RBS dangerous\JJ cat\NN species\NNS of\IN the\DT world\NN Sunderbans\NNPS is\VBZ also\RB the\DT haunt\VB of\IN a\DT broad\JJ range\NN of\IN animals\NNS .\.
htd6004	In\IN Sunderbans\NNPS Olive\NNP Ridleys\NNP ,\, sea\NN turtles\NNS ,\, Green\NN turtles\NNS ,\, Hawks\NNPS Bill\NNP turtles\NNS ,\, hard\RB shell\JJ Batagur\NNP turtles\NNS ,\, King\NNP Cobra\NNP ,\, checkered\VBD Keel\NNP Back\NNP and\CC Estuarine\NNP Crocodiles\NNPS are\VBP included\VBN .\.
htd6005	Here\RB is\VBZ Sajnekhali\NNP Bird\NNP Sanctuary\NNP .\.
htd6006	Here\RB osprey\JJ ,\, gray\JJ herons\NNS ,\, spotted\VBD billed\VBN pelicans\NNS ,\, white\JJ ibis\NNS ,\, eagles\NNS ,\, kingfishers\NNS ,\, falcons\NNS ,\, herring\VBG gulls\NNS ,\, Caspian\JJ terns\NNS and\CC open\JJ billed\VBN herons\NNS are\VBP there\RB in\IN great\JJ numbers\NNS .\.
htd6007	Sunderbans\NNPS is\VBZ like\IN heaven\NN for\IN bird\NN lovers\NNS .\.
htd6008	By\IN road\NN the\DT way\NN from\IN Kolkata\NNP till\IN Sunderbans\NNPS is\VBZ nearly\RB 112\CD kilometres\NNS long\RB .\.
htd6009	You\PRP can\MD make\VB use\NN of\IN a\DT car\NN for\IN going\VBG to\TO Gotkhali\NNP .\.
htd6010	The\DT road\NN route\NN ends\VBZ here\RB .\.
htd6011	For\IN reaching\VBG till\IN the\DT destination\NN from\IN there\EX you\PRP will\MD have\VB to\TO take\VB boat\NN or\CC else\JJ motor\NN boat\NN .\.
htd6012	The\DT road\NN route\NN joins\VBZ Kolkata\NNP with\IN Namkhana\NNP ,\, Raidighi\NNP ,\, Sonalkhali\NNP and\CC Najat\NNP as\RB well\RB .\.
htd6013	From\IN Sealdah\NNP till\IN Canning\NNP local\JJ trains\NNS are\VBP also\RB available\JJ .\.
htd6014	After\IN reaching\VBG Canning\NNP station\NN will\MD have\VB to\TO take\VB boat\NN or\CC motor\NN boat\NN for\IN going\VBG to\TO Sunderbans\NNPS .\.
htd6015	In\IN Sunderbans\NNPS along\IN with\IN expensive\JJ and\CC posh\JJ hotels\NNS economic\JJ hotels\NNS are\VBP also\RB there\RB .\.
htd6016	Here\RB you\PRP can\MD stay\VB at\IN Sunderbans\NNPS Jungle\NNP Park\NNP ,\, Sunderbans\NNP Tiger\NNP Camp\NNP ,\, Sajnekhali\NNP Tourist\NNP lodge\VBP .\.
htd6017	For\IN staying\VBG here\RB you\PRP will\MD get\VB single\JJ ,\, double\JJ bed-room\NN and\CC even\RB tents\NNS .\.
htd6018	Here\RB the\DT rent\NN is\VBZ also\RB not\RB too\RB much\JJ .\.
htd6019	The\DT most\RBS thrilling\JJ part\NN of\IN Sunderbans\NNPS is\VBZ the\DT journey\NN of\IN the\DT river\NN .\.
htd6020	This\DT starts\VBZ at\IN sunrise\NN and\CC on\IN being\VBG sundown\VBN it\PRP finishes\VBZ .\.
htd6021	Here\RB you\PRP can\MD see\VB the\DT tiger\NN .\.
htd6022	At\IN least\JJS you\PRP will\MD get\VB to\TO see\VB the\DT pug\NN marks\NNS of\IN the\DT tiger\NN .\.
htd6023	For\IN those\DT harbouring\VBG a\DT desire\NN of\IN knowing\VBG the\DT wild\JJ life\NN Namdapha\NNP is\VBZ no\RB less\JJR than\IN any\DT heaven\NN .\.
htd6024	In\IN the\DT low\JJ land\NN of\IN Miao\NNP of\IN Changlang\NNP district\NN -LRB-\-LRB- whose\WP$ pronunciation\NN people\NNS do\VBP Mio\NNP -RRB-\-RRB- is\VBZ situated\VBN Namdafa\NNP national\JJ park\NN in\IN the\DT area\NN of\IN 1800\CD square\JJ kilometres\NNS .\.
htd6025	It\PRP is\VBZ the\DT residence\NN place\NN of\IN the\DT people\NNS of\IN Vijayanagar\NNP Lisu\NNP group\NN .\.
htd6026	You\PRP can\MD spend\VB the\DT night\NN in\IN small\JJ huts\NNS made\VBN of\IN leaves\NNS of\IN bamboo\NN on\IN the\DT road\NN coming\VBG from\IN Vijayanagar\NNP .\.
htd6027	You\PRP will\MD also\RB be\VB able\JJ to\TO see\VB pugmarks\NNS ,\, who\WP knows\VBZ these\DT pugmarks\NNS are\VBP of\IN tiger\NN ,\, panther\NN or\CC marbled\JJ cat\NN .\.
htd6028	The\DT journey\NN of\IN Namdapha\NNP is\VBZ easy\JJ and\CC also\RB inexpensive\JJ .\.
htd6029	You\PRP come\VBP straight\RB to\TO Guwahati\NNP and\CC from\IN upper\JJ Assam\NNP coming\VBG through\IN Tinsukia\NNP leave\NN for\IN Miao\NNP .\.
htd6030	Here\RB you\PRP can\MD spend\VB the\DT night\NN in\IN Circuit\NN house\NN .\.
