ID	Value
htd11001	Mount\NNP Quail\NNP '\POS situated\VBN in\IN '\'' Panchkula\FW ki\FW Morni\FW '\'' is\VBZ also\RB called\VBN Mini\NNP Shimla\NNP of\IN Haryana\NNP .\.
htd11002	The\DT distance\NN of\IN Mount\NNP Quail\NNP situated\VBD at\IN a\DT distance\NN of\IN 45\CD kilometres\NNS from\IN Chandigarh\NNP at\IN a\DT height\NN of\IN 3,500\CD feet\NNS is\VBZ only\RB 6\CD kms\NNS from\IN Morni\NNP .\.
htd11003	Lakes\NNP -LRB-\-LRB- ponds\NNS -RRB-\-RRB- of\IN unfathomable\JJ depth\NN are\VBP worth\JJ seeing\VBG in\IN Mount\NNP Quail\NNP .\.
htd11004	A\DT glimpse\NN of\IN the\DT life\NN of\IN wild\JJ lives\NNS can\MD also\RB be\VB seen\VBN very\RB easily\RB at\IN this\DT place\NN surrounded\VBN by\IN tall\JJ cedar\NN and\CC pine\VB trees\NNS .\.
htd11005	Every\DT nook\NN and\CC corner\NN of\IN Mount\NNP Quail\NNP enthralls\VBZ the\DT tourists\NNS .\.
htd11006	British-time\JJ Fort\NNP of\IN `\`` Morni\NNP '\'' at\IN a\DT short\JJ distance\NN from\IN Mount\NNP Quail\NNP and\CC winding\VBG roads\NNS make\VBP this\DT journey\NN even\RB more\RBR exciting\JJ .\.
htd11007	Adventure\NNP Theme\NNP Park\NNP ,\, Panorama\NNP Valley\NNP View\NNP ,\, River\NNP View\NNP ,\, Pink\NNP Trek\NNP ,\, River\NNP Trek\NNP and\CC Herbal\NNP Garden\NNP of\IN Mount\NNP Quail\NNP are\VBP worth\JJ a\DT visit\NN .\.
htd11008	Adventure\NNP Theme\NNP Park\NNP ,\, Panorama\NNP Valley\NNP View\NNP ,\, River\NNP View\NNP ,\, Pink\NNP Trek\NNP ,\, River\NNP Trek\NNP and\CC Herbal\NNP Garden\NNP of\IN Mount\NNP Quail\NNP are\VBP worth\JJ a\DT visit\NN .\.
htd11009	350\CD years\NNS old\JJ '\'' Yadavendra\NNP Garden\NNP '\POS -LRB-\-LRB- Pinjore\NNP Garden\NNP -RRB-\-RRB- is\VBZ situated\VBN before\IN the\DT last\JJ tip\NN of\IN Haryana\NNP and\CC the\DT entrance\NN of\IN Himachal\NNP Pradesh\NNP .\.
htd11010	It\PRP was\VBD built\VBN in\IN the\DT 17th\JJ century\NN by\IN Fidaikhan\NNP the\DT viceroy\NN and\CC cousin\NN of\IN Aurangzeb\NNP on\IN the\DT lines\NNS of\IN Shalimar\NNP Bagh\NNP of\IN Lahore\NNP .\.
