ID	Value
htd9001	The\DT Marine\NNP National\NNP Park\NNP is\VBZ situated\VBN in\IN Andaman\NNP district\NN .\.
htd9002	The\DT area\NN of\IN Marine\NNP National\NNP Park\NNP is\VBZ 281\CD .\: 50\CD square\JJ kilometres\NNS .\.
htd9003	The\DT capital\NN of\IN the\DT Andaman\NNP group\NN of\IN islands\NNS ,\, Port\NNP Blair\NNP ,\, which\WDT has\VBZ an\DT airport\NN as\RB well\RB as\IN a\DT sea\NN port\NN ,\, is\VBZ 20\CD kilometres\NNS away\RB from\IN the\DT park\NN .\.
htd9004	On\IN the\DT sea\NN coast\NN of\IN Marine\NNP National\NNP Park\NNP ,\, five\CD types\NNS of\IN turtles\NNS are\VBP found\VBN .\.
htd9005	These\DT turtles\NNS found\VBD on\IN the\DT sea\NN coast\NN are\VBP :\: Green\NNP Sea\NNP Turtle\NNP ,\, hawksbill\NN Turtle\NNP ,\, Loggerhead\JJ turtle\NN ,\, and\CC Leather\NNP Back\NNP turtle\NN .\.
htd9006	Wild\NNP boars\NNS ,\, sea-moles\NNS ,\, dolphins\NNS ,\, various\JJ kinds\NNS of\IN snakes\NNS are\VBP other\JJ creatures\NNS found\VBN in\IN the\DT Marine\NNP National\NNP Park\NNP .\.
htd9007	Among\IN birds\NNS are\VBP White-breasted\JJ sea-eagle\JJ ,\, Andamanese\JJ wild\JJ pigeon\NN ,\, Andamanese\NNP Teal\NNP ,\, Hariyal\NNP ,\, peacock\NN ,\, parrots\NNS ,\, Kilkila\NNP -LRB-\-LRB- stork-billed\JJ kingfisher\NN -RRB-\-RRB- etc\FW .\.
htd9008	The\DT red\JJ coral\JJ rocks\NNS and\CC fishes\NNS of\IN this\DT place\NN are\VBP the\DT center\NN of\IN attraction\NN for\IN the\DT tourists\NNS .\.
htd9009	For\IN visiting\VBG the\DT Marine\NNP National\NNP Park\NNP ,\, the\DT best\JJS time\NN is\VBZ between\IN December\NNP and\CC March-April\NNP .\.
htd9010	Mouling\NNP National\NNP Park\NNP is\VBZ situated\VBN in\IN Eastern\NNP Siang\NNP district\NN of\IN Arunachal\NNP Pradesh\NNP .\.
htd9011	Mouling\NNP National\NNP Park\NNP is\VBZ spread\VBN over\IN an\DT area\NN of\IN 483\CD square\JJ kilometres\NNS .\.
htd9012	The\DT nearest\JJS town\NN to\TO Mouling\NNP National\NNP Park\NNP is\VBZ Pasghat\NNP ,\, which\WDT is\VBZ 18\CD kilometres\NNS away\RB .\.
