ID	Value
htd7001	Sultan\NNP Jahangir\NNP had\VBD stayed\VBN in\IN the\DT '\'' Jal\NNP Mahal\NNP '\POS itself\PRP during\IN his\PRP$ Mandu\NNP stay\NN .\.
htd7002	At\IN that\DT time\NN the\DT palace\NN was\VBD decorated\VBN in\IN an\DT extremely\RB beautiful\JJ way\NN .\.
htd7003	Champa\NNP Babari\NNP was\VBD a\DT Babari\NNP in\IN the\DT ancient\JJ times\NNS .\.
htd7004	Royal\NNP ladies\NNS used\VBD it\PRP for\IN drinking\NN water\NN .\.
htd7005	Roads\NNS were\VBD made\VBN from\IN under\IN the\DT Champa\NNP Babari\NNP which\WDT used\VBD to\TO open\VB towards\IN the\DT outside\NN through\IN Mandu\NNP .\.
htd7006	The\DT shape\NN of\IN this\DT pond\NN being\VBG like\IN the\DT flower\NN of\IN champa\NN its\PRP$ name\NN came\VBD to\TO be\VB Champa\NNP Bavari\NNP .\.
htd7007	The\DT construction\NN of\IN Taveli\NNP palace\NN was\VBD done\VBN for\IN the\DT residence\NN of\IN the\DT security\NN personnel\NNS of\IN the\DT palace\NN .\.
htd7008	The\DT office\NN and\CC rest\NN house\NN of\IN the\DT Archaeological\JJ Survey\NN of\IN India\NNP is\VBZ there\RB in\IN the\DT Taveli\NNP Mahal\NNP .\.
htd7009	Hindola\NNP Mahal\NNP -\: In\IN this\DT building\NN built\VBN with\IN stone\NN there\EX is\VBZ a\DT large\JJ conference\NN hall\NN whose\WP$ length\NN is\VBZ 88\CD feet\NNS and\CC the\DT width\NN 25\CD feet\NNS .\.
htd7010	Due\JJ to\TO its\PRP$ shape\NN being\VBG like\IN that\DT of\IN swing\NN this\DT is\VBZ called\VBN Hindola\NNP Mahal\NNP .\.
htd7011	Hindola\NNP Mahal\NNP was\VBD the\DT Dewan-e-Khas\NNP of\IN the\DT Sultans\NNP of\IN Malwa\NNP .\.
htd7012	In\IN the\DT internal\JJ part\NN of\IN this\DT palace\NN sloppy\JJ path\NN was\VBD built\VBN .\.
htd7013	Through\IN this\DT way\NN the\DT royal\JJ ladies\NNS used\VBN to\TO enter\VB the\DT palace\NN while\IN seated\VBN on\IN palanquin\NN ,\, elephant\NN ,\, horse\NN .\.
htd7014	The\DT construction\NN of\IN the\DT Jahaz\NNP Mahal\NNP was\VBD done\VBN by\IN the\DT Parmar\NNP King\NNP Munj\NNP .\.
htd7015	The\DT big\JJ pond\NN behind\IN the\DT Jahaz\NNP palace\NN is\VBZ '\POS Munj\NNP Taal\NNP '\POS .\.
htd7016	The\DT construction\NN of\IN Shriram\NNP Temple\NNP was\VBD done\VBN by\IN Parmar\NNP kings\NNS 200\CD years\NNS ago\RB .\.
htd7017	The\DT construction\NN of\IN Digambar\NNP Jain\NNP Temple\NNP was\VBD done\VBN by\IN Gangwal\NNP family\NN of\IN Mandu\NNP in\IN 1962\CD AD\NNP .\.
htd7018	Besides\IN this\DT in\IN Mandu\NNP the\DT temples\NNS of\IN Lord\NNP Shantinath\NNP and\CC Parshvanath\NNP are\VBP also\RB there\RB .\.
htd7019	On\IN the\DT higher\JJR part\NN of\IN Mandu\NNP is\VBZ the\DT palace\NN of\IN Rupmati\NNP .\.
htd7020	Its\PRP$ construction\NN was\VBD done\VBN by\IN Nasirshah\NNP Khilji\NNP in\IN 1508\CD AD\NN .\.
htd7021	The\DT purpose\NN of\IN building\VBG this\DT at\IN an\DT extreme\JJ height\NN was\VBD to\TO keep\VB guard\NN on\IN the\DT Mandu\NNP area\NN .\.
htd7022	About\IN Rewa\NNP Kund\NNP it\PRP is\VBZ a\DT myth\NN that\IN on\IN being\VBG happy\JJ with\IN the\DT devotion\NN of\IN Queen\NNP Rupmati\NNP ,\, Mother\NNP Narmada\NNP gave\VBD her\PRP a\DT dream\NN and\CC the\DT water\NN of\IN Narmada\NNP flowed\VBD in\IN the\DT pond\NN in\IN the\DT form\NN of\IN stream\NN .\.
htd7023	Therefore\RB it\PRP is\VBZ called\VBN Reva\NNP Kunda\NNP .\.
htd7024	Narmada\NNP has\VBZ also\RB been\VBN called\VBN Reva\NNP .\.
htd7025	The\DT construction\NN of\IN Bajbahadur\NNP Mahal\NNP built\VBN with\IN red\JJ stone\NN was\VBD done\VBN by\IN Nasir\NNP Shah\NNP Khilji\NNP in\IN 1508\CD AD\NN .\.
htd7026	It\PRP was\VBD used\VBN as\IN music\NN school\NN by\IN Bajbahadur\NNP .\.
htd7027	Besides\IN this\DT Nilkanth\NNP Temple\NNP ,\, the\DT palace\NN of\IN Dai\NNP ,\, Malik\NNP Mugith\NNP Mosque\NNP ,\, Hathipaga\NNP Mahal\NNP ,\, the\DT tomb\NN of\IN Dariya\NNP Khan\NNP ,\, Chappan\NNP Palace\NNP museum\NN ,\, Chishti\NNP Khan\NNP Mahal\NNP are\VBP also\RB worth\JJ visiting\VBG .\.
htd7028	To\TO go\VB to\TO Mandu\NNP the\DT nearest\JJS airport\NN is\VBZ Indore\NNP .\.
htd7029	From\IN Indore\NNP the\DT distance\NN of\IN Mandu\NNP is\VBZ 99\CD kms\NNS .\.
htd7030	Bus\NN services\NNS are\VBP available\JJ for\IN Mandu\NNP from\IN Gangawal\NNP Bus\NNP Stand\VBP from\IN Indore\NNP .\.
htd7031	On\IN the\DT Mumbai\NNP -\: Delhi\NNP railway\NN line\NN Ratlam\NNP and\CC Indore\NNP are\VBP the\DT nearest\JJS railway\NN station\NN .\.
htd7032	Mandu\NNP is\VBZ 124\CD kms\NNS from\IN Ratlam\NNP and\CC 99\CD kms\NNS from\IN Indore\NNP .\.
htd7033	Bus\NN services\NNS are\VBP available\JJ from\IN Indore\NNP ,\, Dhar\NNP ,\, Mahu\NNP ,\, Ratlam\NNP ,\, Ujjain\NNP ,\, Bhopal\NNP .\.
htd7034	Private\JJ buses\NNS are\VBP found\VBN in\IN the\DT morning\NN for\IN touring\VBG Mandu\NNP from\IN Indore\NNP .\.
htd7035	Tourist\NNP can\MD come\VB to\TO Indore\NNP from\IN Dhar\NNP .\.
htd7036	Onkareshwar\NNP Sthan\NNP is\VBZ at\IN a\DT little\JJ distance\NN from\IN Maheshwar\NNP .\.
htd7037	The\DT ancient\JJ name\NN of\IN Onkareshwar\NNP is\VBZ Mandhata\NNP .\.
htd7038	It\PRP is\VBZ counted\VBN among\IN the\DT twelve\CD Jyotirlingas\NNPS of\IN the\DT country\NN .\.
htd7039	In\IN Onkareshwar\NNP including\VBG Narmada\NNP Ghat\NNP ,\, Chaubis\NNP Avtar\NNP ,\, Siddhanath\NNP Temple\NNP ,\, Markandeya\NNP Ashram\NNP ,\, Mamaleshwar\NNP Mahadev\NNP other\JJ places\NNS are\VBP worth\JJ a\DT visit\NN .\.
htd7040	For\IN going\VBG to\TO Onkareshwar\NNP through\IN airways\RB the\DT nearest\JJS airport\NN is\VBZ Indore\NNP .\.
htd7041	From\IN Indore\NNP the\DT distance\NN of\IN Onkareshwar\NNP is\VBZ 77\CD kms\NNS .\.
htd7042	On\IN Ratlam\NNP ,\, Khandwa\NNP -\: Western\NNP Railway\NNP line\NN '\'' Onkareshwar\NNP Road\NNP '\POS is\VBZ the\DT nearest\JJS railway\NN station\NN .\.
