ID	Value
htd21001	मुंबई\N_NNP से\PSP उत्तर\N_NN दिशा\N_NN में\PSP बसा\V_VM `\RD_PUNC बोर्डी\N_NNP `\RD_PUNC एक\QT_QTC रमणीय\JJ पर्यटन\JJ स्थल\N_NN हैं\V_VM ।\RD_PUNC
htd21002	हहाणूबोर्डी\N_NNP का\PSP सागर\N_NN तट\N_NN लगभग\QT_QTF 17\QT_QTC कि.मी.\N_NN में\PSP फैला\V_VM हुआ\V_VAUX है\V_VAUX ।\RD_PUNC
htd21003	यह\DM_DMD प्रदेश\N_NN चीकू\N_NN तथा\CC_CCD अन्य\N_NN फलों\N_NN के\PSP लिए\PSP प्रसिद्ध\N_NN है\V_VM ।\RD_PUNC
htd21004	बोर्डी\N_NNP निवासी\N_NN स्कूलों\N_NN के\PSP लिए\PSP भी\RP_RPD प्रसिद्ध\N_NN है\V_VM ।\RD_PUNC
htd21005	यहाँ\DM_DMD से\PSP जोरास्ट्रीयन\JJ लोगों\N_NN के\PSP अदवादा\JJ स्थल\N_NN को\PSP देखा\V_VM जा\V_VAUX सकता\V_VAUX है\V_VAUX ।\RD_PUNC
htd21006	नजदीकी\N_NST हवाई\N_NN अड्डा\N_NN मुंबई\N_NNP 145\QT_QTC कि.मी.\QT_QTF ,\RD_PUNC नजदीकी\N_NST रेलवे\N_NN स्टेशन\N_NN घोलवड\N_NNP 2\QT_QTC कि.मी.\QT_QTF तथा\CC_CCD डहाणू\N_NNP रेलवे\N_NNP स्टेशन\N_NNP से\PSP 15\QT_QTC कि.मी.\QT_QTF है\V_VM ।\RD_PUNC
htd21007	सड़क\N_NN मार्ग\N_NN मुंबई\N_NNP से\PSP बोर्डी\N_NNP 145\QT_QTC कि.मी.\QT_QTF ,\RD_PUNC डहाणू\N_NNP से\PSP बोर्डी\N_NNP 15\QT_QTC कि.मी.\QT_QTF है\V_VM ।\RD_PUNC
htd21008	विदर्भ\N_NNP में\PSP ’\RD_PUNC चिखलदरा\N_NNP ’\RD_PUNC छोटा-सा\JJ हिल\N_NN स्टेशन\N_NN वन्य\N_NN जीवन\N_NN और\CC_CCD झरनों\N_NN के\PSP कारण\N_NN पर्यटकों\N_NN का\PSP मन\N_NN मोह\V_VM लेता\V_VAUX है\V_VAUX ।\RD_PUNC 
htd21009	’\RD_PUNC कोल्काज\N_NNP ढाकना\N_NNP राष्ट्रीय\N_NN उपवन\N_NN ’\RD_PUNC में\PSP शेर\N_NN देखे\V_VM जा\V_VAUX सकते\V_VAUX हैं\V_VAUX ।\RD_PUNC
htd21010	मेलघाट\N_NNP का\PSP व्याघ्र\N_NN ’\RD_PUNC प्रकल्प\N_NN ’\RD_PUNC भी\RP_RPD इसी\DM_DMD इलाके\N_NN में\PSP है\V_VM ।\RD_PUNC
htd21011	सेमाहोड\N_NNP फॉरेस्ट\RD_RDF लाज\RD_RDF निवास\N_NN व्यवस्था\N_NN भी\RP_RPD बढ़िया\JJ है\V_VM ।\RD_PUNC
htd21012	’\RD_PUNC कार्ले\N_NNP ’\RD_PUNC में\PSP चैत्य\N_NN गुफाओं\N_NN को\PSP देखा\V_VM जा\V_VAUX सकता\V_VAUX है\V_VAUX जिससे\PR_PRL पर्यटक\N_NN ईसापूर्व\N_NN दूसरी\QT_QTO शताब्दी\N_NN की\PSP झलक\N_NN पा\V_VM सकते\V_VAUX हैं\V_VAUX ।\RD_PUNC
htd21013	नजदीक\N_NST ही\RP_RPD भाजेमूव\N_NN बेडसा\N_NN की\PSP गुफाएँ\N_NN देखी\V_VM जा\V_VAUX सकती\V_VAUX हैं\V_VAUX ,\RD_PUNC जो\PR_PRL कार्ले\N_NN से\PSP 6\QT_QTC कि.मी.\N_NN के\PSP फासले\N_NN पर\PSP हैं\V_VAUX ।\RD_PUNC
htd21014	18वीं\QT_QTO सदी\N_NN के\PSP लोहगढ़\N_NN के\PSP किले\N_NN सिर्फ\N_NN 3\QT_QTC कि.मी.\N_NN के\PSP फासले\N_NN पर\PSP हैं\V_VM ।\RD_PUNC
