ID	Value
htd17001	कॉफी\N_NN और\CC_CCD मसालों\N_NN की\PSP खेती\N_NN के\PSP अलावा\N_NN कर्नाटक\N_NNP का\PSP छोटा\N_NN ,\RD_PUNC लेकिन\CC_CCD बेहद\RP_INTF खूबसूरत\JJ हिल\N_NN स्टेशन\N_NN मदिकेरी\N_NNP सेना\N_NNP में\PSP अपने\PR_PRF अफसरों\N_NN की\PSP जाँबाजी\N_NN के\PSP लिए\PSP भी\RP_RPD जाना\N_NN जाता\V_VM है\V_VAUX ।\RD_PUNC
htd17002	वैसे\CC_CCS ,\RD_PUNC यहाँ\DM_DMD के\PSP नजारे\N_NN किसी\DM_DMQ भी\RP_RPD दिल\N_NN को\PSP शहर\N_NN की\PSP भागदौड़\N_NN से\PSP दूर\N_NST सुकून\N_NN देने\V_VM के\PSP लिए\PSP काफी\QT_QTF है\V_VAUX ।\RD_PUNC
htd17003	इस\DM_DMD साल\N_NN रिसेशन\N_NN की\PSP वजह\N_NN से\PSP लोगों\N_NN का\PSP घूमना-फिरना\N_NN सबसे\RP_INTF ज्यादा\JJ प्रभावित\N_NN हुआ\V_VM ।\RD_PUNC
htd17004	भले\N_NN ही\RP_RPD साल\N_NN के\PSP आखिरी\QT_QTO दो\QT_QTC महीनों\N_NN में\PSP स्थिति\N_NN थोड़ी\QT_QTF ठीक\N_NN रही\V_VM ,\RD_PUNC लेकिन\CC_CCD बाकी\JJ महीने\N_NN ट्रैवल\N_NN इंडस्ट्री\N_NN की\PSP ग्रोथ\N_NN न\RP_NEG के\PSP बराबर\N_NN ही\RP_RPD रही\V_VM ।\RD_PUNC
htd17005	बेशक\N_NN ,\RD_PUNC बजट\N_NN होटल\N_NN कॉन्सेप्ट\N_NN के\PSP चलते\N_NN थोड़ी-बहुत\N_NN कमाई\N_NN हुई\V_VM ,\RD_PUNC लेकिन\CC_CCD यह\DM_DMD तिनके\N_NN का\PSP सहारा\N_NN भी\RP_RPD साबित\N_NN नहीं\RP_NEG हुई\V_VM ।\RD_PUNC
htd17006	इस\DM_DMD साल\N_NN इस\DM_DMD इंडस्ट्री\N_NN को\PSP स्वाइन-फ्लू\N_NN ने\PSP भी\RP_RPD जबर्दस्त\JJ चोट\N_NN पहुँचाई\V_VM ।\RD_PUNC
htd17007	हालाँकि\CC_CCS डोमेस्टिक\N_NN ट्रैवल\N_NN पर\PSP इसका\PR_PRL कम\N_NN असर\N_NN देखने\N_NN को\PSP मिला\V_VM ,\RD_PUNC लेकिन\CC_CCD कमाई\N_NN का\PSP सबसे\RP_INTF बड़ा\JJ जरिया\N_NN इंटरनैशनल\N_NN मार्केट\N_NN इस\DM_DMD बीमारी\N_NN के\PSP चलते\N_NN घाटे\N_NN का\PSP सौदा\N_NN साबित\N_NN हुआ\V_VM ।\RD_PUNC
htd17008	शुरुआत\N_NN में\PSP स्वाइन-फ्लू\N_NN जितनी\DM_DMR बड़ी\JJ बीमारी\N_NN लग\V_VM रही\V_VAUX थी\V_VAUX ,\RD_PUNC उसे\DM_DMD देखकर\V_VM महीनों\N_NN लोग\N_NN घूमने\V_VM नहीं\RP_NEG निकले\V_VM ।\RD_PUNC
htd17009	इस\DM_DMD दौरान\N_NN एयरपोर्ट\N_NN पर\PSP होने\V_VM वाले\V_VAUX मेडिकल\N_NN चेकअप\N_NN और\CC_CCD दूसरी\QT_QTO छानबीन\N_NN ने\PSP भी\RP_RPD ट्रैवलिंग\N_NN के\PSP प्रति\N_NN लोगों\N_NN का\PSP रुझान\N_NN कम\N_NN किया\V_VM ।\RD_PUNC
htd17010	फिर\CC_CCS एयरलाइंस\N_NN के\PSP किरायों\N_NN में\PSP बढ़ोतरी\N_NN भी\RP_RPD ट्रैवल\N_NN इंडस्ट्री\N_NN के\PSP लिए\PSP नुकसान\N_NN का\PSP सबब\N_NN साबित\N_NN हुई\V_VM ।\RD_PUNC
