ID	Value
htd10000	दिसंबर\N_NN और\CC_CCD जनवरी\N_NN के\PSP बीच\N_NN बर्फ\N_NN गिरने\V_VM से\PSP यहाँ\PR_PRP का\PSP वातावरण\N_NN बेहद\RP_INTF सर्द\JJ होता\V_VM है\V_VAUX ।\RD_PUNC 
htd9001	मेरिन\N_NNP राष्‍ट्रीय\N_NNP उद्यान\N_NNP अंडमान\N_NNP जिले\N_NN में\PSP स्थित\V_VM है\V_VAUX ।\RD_PUNC
htd9002	मेरिन\N_NNP राष्‍ट्रीय\N_NNP उद्यान\N_NNP का\PSP क्षेत्रफल\N_NN 281.50\QT_QTC वर्ग\N_NN किलोमीटर\N_NN है\V_VM ।\RD_PUNC
htd9003	अंडमान\N_NNP द्वीप\N_NNP समूह\N_NNP की\PSP राजधानी\N_NN पोर्टब्लेयर\N_NNP जो\PR_PRL हवाई\N_NN अड्डा\N_NN भी\RP_RPD है\V_VAUX और\CC_CCD जहाँ\PR_PRL बंदरगाह\N_NN भी\RP_RPD है\V_VAUX ,\RD_PUNC उद्यान\N_NN से\PSP 20\QT_QTC किलोमीटर\N_NN दूर\N_NN है\V_VM ।\RD_PUNC
htd9004	मेरिन\N_NNP राष्‍ट्रीय\N_NNP उद्यान\N_NNP के\PSP समुद्री\JJ तटों\N_NN पर\PSP पाँच\QT_QTC प्रजाति\N_NN के\PSP कछुवे\N_NN पाए\V_VM जाते\V_VAUX हैं\V_VAUX ।\RD_PUNC
htd9005	समुद्र\N_NN तटों\N_NN पर\PSP पाये\V_VM जाने\V_VAUX वाले\N_NN ये\DM_DMD कछुए\N_NN हैं\V_VM -\RD_PUNC ग्रीन\N_NNP सी\N_NNP टर्टल\N_NNP ,\RD_PUNC हौक्साविल\N_NNP टर्टल\N_NNP ,\RD_PUNC लागरहेड\N_NNP टर्टल\N_NNP और\CC_CCD लेदर\N_NNP बैंक\N_NNP टर्टल\N_NNP ।\RD_PUNC
htd9006	जंगली\N_NN सुअर\N_NN ,\RD_PUNC जलगोह\N_NN ,\RD_PUNC डॉल्फिन\N_NN ,\RD_PUNC बहुत\QT_QTF प्रकार\N_NN के\PSP सर्प\N_NN मेरिन\N_NNP राष्‍ट्रीय\N_NNP उद्यान\N_NNP के\PSP अन्य\JJ वन्य\N_NN प्राणी\N_NN हैं\V_VM ।\RD_PUNC
htd9007	पक्षियों\N_NN में\PSP सफेद\JJ वक्षस्थल\N_NN की\PSP समुद्री\JJ चील\N_NN ,\RD_PUNC अंडमानी\JJ वन\N_NN कबूतर\N_NN ,\RD_PUNC अंडमानी\JJ चैती\N_NN (\RD_SYM टील\N_NN )\RD_SYM हरियल\N_NN ,\RD_PUNC मोर\N_NN ,\RD_PUNC तोते\N_NN ,\RD_PUNC किलकिला\N_NN आदि\RP_RPD हैं\V_VAUX ।\RD_PUNC
htd9008	यहाँ\PR_PRI की\PSP मूँगे\N_NN की\PSP चट्‍टानें\N_NN और\CC_CCD मछलियाँ\N_NN पर्यटकों\N_NN के\PSP आकर्षण\N_NN के\PSP केंद्र\N_NN हैं\V_VM ।\RD_PUNC
htd9009	मेरिन\N_NNP राष्‍ट्रीय\N_NNP उद्यान\N_NNP के\PSP भ्रमण\V_VM के\PSP लिए\PSP दिसंबर\N_NNP से\PSP मार्च\N_NNP -\RD_PUNC अप्रैल\N_NNP तक\PSP के\PSP माह\N_NN उपयुक्‍त\N_NN हैं\V_VM ।\RD_PUNC
htd9010	मौलिंग\N_NNP राष्‍ट्रीय\N_NNP उद्यान\N_NNP अरूणाचल\N_NNP प्रदेश\N_NNP के\PSP पूर्वी\N_NNP सियांग\N_NNP जिले\N_NN मे\PSP स्थित\V_VM है\V_VAUX ।\RD_PUNC
htd9011	मौलिंग\N_NNP राष्‍ट्रीय\N_NNP उद्यान\N_NNP 483\QT_QTC वर्ग\N_NN किलोमीटर\N_NN क्षेत्र\N_NN में\PSP फैला\V_VM है\V_VAUX ।\RD_PUNC
htd9012	मौलिंग\N_NNP राष्‍ट्रीय\N_NNP उद्यान\N_NNP का\PSP सबसे\RP_INTF निकटवर्ती\N_NN नगर\N_NN ’\RD_PUNC पासघाट\N_NNP ’\RD_PUNC 16\QT_QTC किलोमीटर\N_NN की\PSP दूरी\N_NN पर\PSP है\V_VM ।\RD_PUNC
htd9013	मौलिंग\N_NNP राष्‍ट्रीय\N_NNP उद्यान\N_NNP में\PSP पहुँचने\V_VM के\PSP लिए\PSP रेल\N_NN शीर्ष\N_NNP मोरकोंगसेलक\N_NNP 36\QT_QTC किलोमीटर\N_NN दूर\JJ और\CC_CCD हवाई\N_NN अड्‍डा\N_NN लीलाबाड़ी\N_NNP लगभग\JJ 230\QT_QTC किलोमीटर\N_NN की\PSP दूरी\N_NN पर\PSP है\V_VM ।\RD_PUNC
htd9014	मौलिंग\N_NNP राष्‍ट्रीय\N_NNP उद्यान\N_NNP में\PSP वर्षा\N_NNP ऋतु\N_NNP जुलाई\N_NNP से\PSP अक्‍टूबर\N_NNP तक\PSP होती\V_VM है\V_VAUX ।\RD_PUNC
htd9015	मौलिंग\N_NNP राष्‍ट्रीय\N_NNP उद्यान\N_NNP उष्‍णकटिबंधीय\JJ अर्द्ध-सदाबहार\JJ वनों\N_NN से\PSP आच्छादित\N_NN है\V_VM ।\RD_PUNC
htd9016	मौलिंग\N_NNP राष्‍ट्रीय\N_NNP उद्यान\N_NNP में\PSP पाए\V_VM जाने\V_VM वाले\N_NN वन्य\JJ पशुओं\N_NN में\PSP प्रमुख\N_NN बाघ\N_NN ,\RD_PUNC तेंदुआ\N_NN ,\RD_PUNC हिम\JJ तेंदुआ\N_NN ,\RD_PUNC हाथी\N_NN ,\RD_PUNC जंगली\JJ भैंस\N_NN ,\RD_PUNC बारहसिंगा\N_NN ,\RD_PUNC पांडा\N_NN ,\RD_PUNC काकड़\N_NN ,\RD_PUNC अजगर\N_NN साँप\N_NN हैं\V_VM ।\RD_PUNC
htd9017	मौलिंग\N_NNP राष्‍ट्रीय\N_NNP उद्यान\N_NNP में\PSP विभिन्न\JJ प्रकार\N_NN के\PSP पक्षी\N_NN पाए\V_VM जाते\V_VAUX हैं\V_VAUX जिनमें\PR_PRL धनेश\N_NNP प्रमुख\N_NN है\V_VAUX ।\RD_PUNC
htd9018	मौलिंग\N_NNP राष्‍ट्रीय\N_NNP उद्यान\N_NNP की\PSP सैर\V_VM के\PSP लिए\PSP नवम्‍बर\N_NNP से\PSP अप्रैल\N_NNP तक\PSP का\PSP समय\N_NN अच्छा\JJ है\V_VM ।\RD_PUNC
htd9019	नमदफा\N_NNP राष्‍ट्रीय\N_NNP उद्यान\N_NNP उत्तर\N_NNP पूर्वी\N_NNP हिमालय\N_NNP में\PSP अरूणाचल\N_NNP प्रदेश\N_NNP के\PSP तरीप\N_NNP जिले\N_NN में\PSP 1985.23\QT_QTC वर्ग\N_NN किलोमीटर\N_NN में\PSP विस्तृत\N_NN है\V_VM ।\RD_PUNC
htd9020	नमदफा\N_NNP राष्‍ट्रीय\N_NNP उद्यान\N_NNP का\PSP सबसे\RP_INTF नजदीकी\JJ शहर\N_NN मार्गरीटा\N_NNP 62\QT_QTC किलोमीटर\N_NN की\PSP दूरी\N_NN पर\PSP है\V_VM ।\RD_PUNC
htd9021	नमदफा\N_NNP राष्‍ट्रीय\N_NNP उद्यान\N_NNP में\PSP पहुँचने\V_VM के\PSP लिए\PSP रेल\N_NN शीर्ष\N_NN 90\QT_QTC किलोमीटर\N_NN दूर\N_NN ’\RD_PUNC लेडो\N_NNP ’\RD_PUNC में\PSP है\V_VM और\CC_CCD हवाई\N_NN अड्डा\N_NN 140\QT_QTC किलोमीटर\N_NN दूर\N_NN ’\RD_PUNC डिब्रूगढ़\N_NNP ’\RD_PUNC में\PSP है\V_VM ।\RD_PUNC
