ID	Value
htd22001	In\IN this\DT time\NN of\IN recession\NN new\JJ packages\NNS for\IN two\CD royal\JJ trains\NNS of\IN Rajasthan\NNP are\VBP being\VBG sought\VBN and\CC it\PRP is\VBZ possible\JJ that\IN in\IN the\DT next\JJ tourist\NN season\NN some\DT celebrity\NN like\IN Liz\NNP Hurley\NNP or\CC Arun\NNP Nayar\NNP will\MD be\VB seen\VBN getting\VBG married\VBN on\IN Palace\NNP on\IN Wheels\NNP .\.
htd22002	Yes\NNP ,\, wedding\NN in\IN train\NN and\CC honeymoon\NN packages\NNS in\IN Royal\NNP Rajasthan\NNP on\IN Wheels\NNP are\VBP included\VBN in\IN the\DT plans\NNS of\IN Rajasthan\NNP Tourism\NNP Development\NNP Corporation\NNP -LRB-\-LRB- RTDC\NNP -RRB-\-RRB- managing\VBG the\DT administration\NN of\IN these\DT trains\NNS .\.
htd22003	RTDC\NNP has\VBZ categorically\RB told\VBN its\PRP$ agents\NNS that\IN they\PRP should\MD keep\VB Hollywood\NNP in\IN target\NN for\IN this\DT package\NN .\.
htd22004	One\CD more\RBR important\JJ point\NN in\IN new\JJ plan\NN is\VBZ to\TO increase\VB the\DT duration\NN of\IN the\DT running\NN of\IN the\DT royal\JJ train\NN .\.
htd22005	Initially\RB these\DT trains\NNS used\VBN to\TO run\VB from\IN September\NNP to\TO April\NNP .\.
htd22006	Now\RB barring\VBG the\DT scorching\VBG heat\NN of\IN May\NNP and\CC June\NNP the\DT plan\NN is\VBZ to\TO run\VB them\PRP for\IN entire\JJ rest\NN of\IN the\DT year\NN .\.
htd22007	About\IN Palace\NNP on\IN Wheels\NNP we\PRP already\RB know\VBP that\IN it\PRP 's\VBZ booking\VBG is\VBZ till\IN 2010\CD .\.
htd22008	But\CC this\DT year\NN the\DT fortune\NN of\IN the\DT newly\RB run\VBN Royal\NNP Rajasthan\NNP on\IN Wheels\NNP has\VBZ not\RB been\VBN this\DT good\NN .\.
htd22009	It\PRP completed\VBD it\PRP first\JJ season\NN wailing\VBG .\.
htd22010	Now\RB RTDC\NNP has\VBZ hopes\NNS that\IN new\JJ packages\NNS can\MD upkeep\VB it\PRP 's\VBZ fortune\NN .\.
htd22011	Among\IN new\JJ plans\NNS the\DT fare\NN of\IN Royal\NNP Rajasthan\NNP on\IN Wheels\NNP is\VBZ also\RB being\VBG decreased\VBN .\.
htd22012	In\IN the\DT beginning\NN it\PRP was\VBD $\$ 800\CD per\IN night\NN for\IN Deluxe\NNP Salon\NNP on\IN twin\JJ sharing\NN basis\NN which\WDT is\VBZ now\RB being\VBG done\VBN as\IN $\$ 590\CD per\IN person\NN which\WDT means\VBZ a\DT reduction\NN of\IN approximately\RB Rs\NNPS .\: 11\CD ,\, 000\CD in\IN the\DT fare\NN of\IN per\IN person\NN per\IN night\NN .\.
htd22013	Similarly\RB Deluxe\NNP Salon\NNP for\IN single\JJ supplement\NN was\VBD of\IN $\$ 1200\CD which\WDT is\VBZ now\RB $\$ 825\CD which\WDT means\VBZ a\DT reduction\NN of\IN $\$ 375\CD per\IN night\NN .\.
htd22014	The\DT fare\NN of\IN Super\NNP Deluxe\NNP Salon\NNP has\VBZ been\VBN done\VBN $\$ 16\CD hundred\CD dollars\NNS on\IN reducing\VBG two\CD thousand\CD to\TO four\CD hundred\CD dollars\NNS .\.
htd22015	If\IN a\DT calculation\NN of\IN the\DT entire\JJ journey\NN is\VBZ done\VBN then\RB a\DT reduction\NN of\IN 75\CD thousand\CD to\TO 1\CD .\.D Lakh\NNP has\VBZ come\VBN in\IN its\PRP$ fare\NN .\.
htd22016	The\DT fare\NN of\IN getting\VBG married\VBN on\IN train\NN is\VBZ around\IN Rs\NNP .\: 70\CD Lakhs\NNP .\.
htd22017	If\IN full\JJ train\NN has\VBZ been\VBN booked\VBN then\RB a\DT discount\NN of\IN Rs\NNP .\: 10\CD lakhs\NNS .\.
htd22018	In\IN it\PRP the\DT possibility\NN of\IN taking\VBG train\NN till\IN Ahmadabad\NNP or\CC Mumbai\NNP is\VBZ also\RB included\VBN .\.
htd22019	At\IN this\DT much\JJ also\RB if\IN despite\IN a\DT reduction\NN in\IN the\DT number\NN of\IN tourists\NNS if\IN this\DT train\NN is\VBZ able\JJ to\TO run\VB then\RB it\PRP will\MD be\VB its\PRP$ good\JJ fortune\NN .\.
htd22020	A\DT few\JJ weeks\NNS before\IN Yatra\NNP had\VBD taken\VBN you\PRP on\IN a\DT journey\NN of\IN Nahan\NNP and\CC Renuka\NNP ,\, today\NN we\PRP have\VBP to\TO go\VB further\RBR from\IN Renuka\NNP .\.
htd22021	Otherwise\RB there\EX are\VBP four\CD ways\NNS to\TO go\VB to\TO Haripurdhar\NNP ,\, we\PRP will\MD go\VB from\IN Nahan\NNP via\IN Renuka\NNP .\.
htd22022	If\IN a\DT night\NN stay\NN has\VBZ been\VBN done\VBN at\IN Renuka\NNP then\RB next\JJ morning\NN after\IN breakfast\NN one\CD can\MD set\VB out\RP for\IN Haripurdhar\NNP .\.
htd22023	First\JJ one\NN has\VBZ to\TO go\VB to\TO Sangdaah\NNP -LRB-\-LRB- 26\CD km\NN -RRB-\-RRB- .\.
