ID	Value
htd1001	Shimla\NNP provides\VBZ a\DT unique\JJ experience\NN for\IN the\DT tourists\NNS .\.
htd1002	When\WRB the\DT English\NNP had\VBD discovered\VBN Shimla\NNP in\IN 1819\CD then\RB there\EX was\VBD nothing\NN here\RB except\IN for\IN dense\JJ trees\NNS of\IN cedar\NN and\CC pine\VB .\.
htd1003	The\DT English\NNP settled\VBD Shimla\NNP and\CC from\IN 1864\CD till\IN 1939\CD this\DT city\NN remained\VBD the\DT winter\NN capital\NN for\IN the\DT English\NNP to\TO escape\VB the\DT heat\NN of\IN Kolkata\NNP .\.
htd1004	For\IN their\PRP$ convenience\NN the\DT English\NNP had\VBD joined\VBN Shimla\NNP with\IN the\DT whole\NN of\IN the\DT country\NN through\IN the\DT Railway\NNP line\NN in\IN 1903\CD itself\PRP .\.
htd1005	On\IN country\NN becoming\VBG independent\JJ Shimla\NNP was\VBD part\NN of\IN the\DT Punjab\NNP province\NN .\.
htd1006	After\IN 1966\CD the\DT Government\NN of\IN India\NNP declared\VBD it\PRP capital\NN of\IN Himachal\NNP Pradesh\NNP .\.
htd1007	Due\JJ to\TO being\VBG situated\VBN at\IN a\DT height\NN of\IN 2159\CD metres\NNS above\IN the\DT sea\NN level\NN Shimla\NNP is\VBZ a\DT city\NN with\IN cold\JJ climate\NN .\.
htd1008	Settled\VBN on\IN lengthy\JJ and\CC wide\JJ half\JJ moon\NN shaped\VBD hill\NN Shimla\NNP has\VBZ become\VBN a\DT city\NN with\IN very\RB dense\JJ population\NN .\.
htd1009	The\DT healthy\JJ climate\NN of\IN Shimla\NNP and\CC the\DT structure\NN of\IN proximity\NN of\IN the\DT Himalaya\NNPS differentiate\VBP it\PRP from\IN other\JJ tourist\NN places\NNS .\.
htd1010	Built\VBN during\IN the\DT colonial\JJ period\NN Shimla\NNP is\VBZ a\DT paradise\NN for\IN people\NNS in\IN search\NN of\IN peace\NN .\.
htd1011	The\DT ridge\JJ area\NN of\IN Shimla\NNP is\VBZ spread\VBN along\IN 2\CD major\JJ roads\NNS on\IN a\DT length\NN of\IN 12\CD kilometres\NNS .\.
htd1012	The\DT road\NN reaching\VBG Shimla\NNP from\IN Delhi\NNP ,\, Punjab\NNP or\CC Uttar\NNP Pradesh\NNP goes\VBZ through\IN Chandigarh\NNP .\.
htd1013	Small\JJ -LRB-\-LRB- metre\NN -RRB-\-RRB- line\NN passes\VBZ through\IN the\DT trees\NNS of\IN cedar\NN ,\, ground\NN nut\NN pines\NNS ,\, apricots\NNS where\WRB tourists\NNS fully\RB enjoy\VBP the\DT natural\JJ beauty\NN .\.
htd1014	To\TO watch\VB the\DT natural\JJ beauty\NN of\IN Shimla\NNP tourists\NNS also\RB use\VBP small\JJ line\NN from\IN Kalka\NNP .\.
htd1015	The\DT shopping\NN hub\NN of\IN Shimla\NNP is\VBZ Mall\NNP which\WDT is\VBZ settled\VBN with\IN the\DT Ridge\NNP and\CC here\RB is\VBZ seen\VBN the\DT crowd\NN of\IN tourists\NNS .\.
htd1016	The\DT part\NN of\IN Shimla\NNP with\IN the\DT Ridge\NNP and\CC the\DT Mall\NNP road\NN keeps\VBZ busy\JJ with\IN the\DT movement\NN of\IN the\DT tourists\NNS .\.
