ID	Value
htd20001	In\IN Gujarati\NNP the\DT meaning\NN of\IN Junagarh\NNP happens\VBZ to\TO be\VB ancient\JJ fort\NN .\.
htd20002	If\IN you\PRP too\RB want\VBP to\TO see\VB the\DT wonderful\JJ union\NN of\IN old\JJ forts\NNS and\CC wildlife\NN then\RB come\VBN to\TO Junagarh\NNP situated\VBN in\IN Gujarat\NNP .\.
htd20003	It\PRP is\VBZ believed\VBN that\IN Aparkaut\NNP fort\NN is\VBZ the\DT forte\NN of\IN the\DT Yadavs\NNPS where\WRB at\IN places\NNS the\DT wall\NN is\VBZ almost\RB 20\CD meters\NNS high\JJ .\.
htd20004	The\DT inscription\NN done\VBN on\IN its\PRP$ wall\NN is\VBZ still\RB preserved\VBN .\.
htd20005	Besides\IN all\PDT these\DT things\NNS ,\, the\DT two\CD canons\NNS kept\VBD at\IN the\DT western\JJ wall\NN of\IN the\DT fort\NN is\VBZ also\RB the\DT center\NN of\IN attraction\NN for\IN the\DT people\NNS who\WP come\VBP here\RB .\.
htd20006	These\DT were\VBD manufactured\VBN in\IN Greece\NNP .\.
htd20007	This\DT fort\NN has\VBZ Buddhist\JJ caves\NNS surrounding\VBG it\PRP .\.
htd20008	A\DT part\NN of\IN the\DT fort\NN has\VBZ two\CD beautiful\JJ ponds\NNS .\.
htd20009	Junagarh\NNP is\VBZ one\CD amongst\IN the\DT some\DT famous\JJ cities\NNS of\IN Gujarat\NNP .\.
htd20010	Junagarh\NNP the\DT city\NN of\IN temples\NNS is\VBZ situated\VBN in\IN the\DT lap\NN of\IN Girnar\NNP hills\NNS .\.
htd20011	Although\IN you\PRP would\MD get\VB to\TO see\VB a\DT lot\NN in\IN Junagarh\NNP ,\, but\CC its\PRP$ wildlife\NN is\VBZ very\RB popular\JJ .\.
htd20012	Besides\IN these\DT ,\, you\PRP can\MD also\RB see\VB the\DT ancient\JJ temples\NNS and\CC caves\NNS present\VBP here\RB .\.
htd20013	The\DT Girnar\NNP temple\NN is\VBZ situated\VBN in\IN the\DT outskirts\NNS of\IN Junagarh\NNP in\IN the\DT Girnar\NNP hills\NNS .\.
htd20014	This\DT can\MD be\VB reached\VBN after\IN a\DT two\CD hours\NNS drive\VBP from\IN the\DT city\NN .\.
htd20015	You\PRP will\MD have\VB to\TO climb\VB several\JJ thousand\CD stairs\NNS to\TO reach\VB till\IN the\DT temple\NN .\.
htd20016	Girnar\NNP was\VBD once\RB the\DT capital\NN of\IN the\DT muslim\JJ emperor\NN Baabi\NNP Nawaab\NNP 's\POS Junagarh\NNP empire\NN .\.
htd20017	Here\RB you\PRP can\MD see\VB ancient\JJ temples\NNS and\CC caves\NNS .\.
htd20018	On\IN these\DT an\DT extremely\RB beautiful\JJ inscription\NN work\NN can\MD also\RB be\VB seen\VBN .\.
htd20019	On\IN the\DT way\NN to\TO Girnar\VB you\PRP would\MD see\VB in\IN many\JJ places\NNS the\DT rock\NN edicts\NNS placed\VBN by\IN Ashoka\NNP .\.
htd20020	These\DT rock\NN edicts\NNS are\VBP made\VBN of\IN very\RB big\JJ rocks\NNS .\.
htd20021	These\DT rock\NN edicts\NNS have\VBP state\NN orders\NNS inscripted\VBD on\IN them\PRP .\.
htd20022	These\DT rock\NN edicts\NNS were\VBD made\VBN in\IN third\JJ century\NN BC\NNP .\.
htd20023	If\IN you\PRP go\VBP to\TO visit\VB Junagarh\NNP ,\, then\RB definitely\RB do\VBP visit\VB its\PRP$ wildlife\NN .\.
htd20024	Spread\NN on\IN 1424\CD square\JJ kilometers\NNS Gir\NNP wildlife\NN ,\, is\VBZ the\DT only\JJ place\NN in\IN the\DT world\NN besides\IN South\NNP Africa\NNP where\WRB lions\NNS can\MD be\VB seen\VBN living\VBG in\IN there\EX natural\JJ habitat\NN .\.
htd20025	The\DT jungle\NN of\IN Gir\NNP are\VBP full\JJ of\IN dry\JJ high\JJ standing\NN trees\NNS ,\, thorny\JJ bushes\NNS and\CC lush\JJ green\JJ trees\NNS .\.
htd20026	In\IN the\DT jungles\NNS of\IN Gir\NNP lion\NN is\VBZ the\DT most\RBS popular\JJ animal\NN here\RB .\.
htd20027	Though\NNP ,\, here\RB you\PRP would\MD also\RB get\VB to\TO see\VB leopard\JJ .\.
htd20028	Besides\IN this\DT ,\, tall\JJ statured\JJ deer\NN ,\, sambhars\NNS ,\, cheetal\NN ,\, blackbuck\NN ,\, gazelle\NN ,\, antelope\NNS ,\, beers\NNS and\CC long\RB tailed\VBD monkeys\NNS are\VBP also\RB abundently\RB seen\VBN here\RB .\.
htd20029	If\IN you\PRP want\VBP to\TO roam\VB around\IN the\DT Gir\NNP forest\NN ,\, then\RB you\PRP can\MD take\VB a\DT jeep\NN from\IN the\DT Wildlife\NNP Sanctuary\NNP Office\NNP .\.
htd20030	Six\CD people\NNS can\MD together\RB roam\VB around\IN the\DT sanctury\NN in\IN this\DT jeep\NN .\.
htd20031	The\DT visiting\VBG hours\NNS here\RB are\VBP from\IN six\CD o'clock\RB in\IN the\DT morning\NN till\IN 11\CD o'clock\RB in\IN the\DT morning\NN and\CC from\IN 3\CD o'clock\RB in\IN the\DT evening\NN till\IN 6\CD o'clock\RB in\IN the\DT evening\NN .\.
htd20032	This\DT is\VBZ closed\VBN during\IN monsoons\NNS .\.
htd20033	At\IN a\DT distance\NN of\IN around\IN 40\CD kilometres\NNS from\IN Junagarh\NNP is\VBZ Keshodh\NNP and\CC at\IN a\DT distance\NN of\IN 113\CD kilometers\NNS is\VBZ Porbander\NNP airport\NN .\.
htd20034	Rajkot\NNP is\VBZ near\IN too\RB ,\, which\WDT is\VBZ connected\VBN to\TO many\JJ cities\NNS of\IN the\DT country\NN through\IN the\DT air\NN route\NN .\.
htd20035	Junagarh\NNP falls\VBZ on\IN the\DT Ahmedabad\NNP and\CC Rajkot\NNP railway\NN line\NN .\.
htd20036	Junagarh\NNP is\VBZ situated\VBN at\IN a\DT distance\NN of\IN 102\CD kilometers\NNS from\IN Rajkot\NNP ,\, 113\CD kilometers\NNS from\IN Porbander\NNP ,\, and\CC 327\CD kilometers\NNS from\IN Ahmedabad\NNP .\.
htd20037	Local\NNP Transportation\NNP :\: Junagarh\NNP can\MD easily\RB be\VB reached\VBN by\IN autorickshaws\NNS and\CC local\JJ buses\NNS .\.
htd20038	The\DT luxury\NN buses\NNS of\IN private\JJ and\CC state\NN transportation\NN are\VBP easily\RB available\JJ .\.
htd20039	Besides\IN this\DT ,\, here\RB you\PRP will\MD get\VB cabs\NNS too\RB .\.
htd20040	The\DT hospitality\NN of\IN Singapre\NNP is\VBZ awesome\JJ .\.
htd20041	The\DT tourists\NNS go\VBP back\RB with\IN the\DT unforgettable\JJ memories\NNS of\IN the\DT unique\JJ union\NN of\IN modernity\NN and\CC culture\NN here\RB .\.
htd20042	Crossing\VBG along\IN the\DT coast\NN of\IN sea\NN in\IN the\DT small\JJ country\NN of\IN Singapore\NNP which\WDT decorated\VBD with\IN small\JJ islands\NNS it\PRP feels\VBZ as\IN if\IN the\DT nature\NN is\VBZ calling\VBG towards\IN itself\PRP by\IN pulling\VBG .\.
htd20043	It\PRP appears\VBZ as\IN if\IN everything\NN has\VBZ been\VBN decorated\VBN in\IN an\DT order\NN .\.
htd20044	Just\RB when\WRB you\PRP reach\VBP Singapore\NNP 's\POS Changi\NNP Airport\NNP it\PRP apeears\VBZ inadvertently\RB that\IN this\DT lovely\JJ Asian\JJ country\NN of\IN 50\CD lakh\NN population\NN is\VBZ standing\VBG to\TO welcome\VB the\DT guests\NNS with\IN arms\NNS wide\JJ open\NN .\.
htd20045	Between\IN the\DT sea\NN and\CC greenery\NN the\DT nature\NN has\VBZ obviously\RB groomed\VBN it\PRP the\DT city\NN acknowledges\VBZ its\PRP$ own\JJ beauty\NN too\RB .\.
htd20046	The\DT result\NN is\VBZ that\IN whether\IN it\PRP 's\VBZ the\DT skyhigh\JJ buildings\NNS or\CC wideopen\NN roads\NNS ,\, everywhere\RB beauty\NN reflects\VBZ .\.
htd20047	Till\IN now\RB the\DT attractive\JJ malls\NNS on\IN the\DT Archer\NNP road\NN or\CC shopping\NN in\IN Vivocity\NNP or\CC underwater\JJ park\NN and\CC '\POS Song\NN of\IN the\DT Sea\NNP '\POS have\VBP been\VBN pulling\VBG the\DT tourists\NNS here\RB .\.
htd20048	Adding\VBG to\TO the\DT aura\NN of\IN Singapore\NNP 's\POS beauty\NN the\DT Sentosa\NNP island\NN remained\VBD embroiled\VBN just\RB in\IN the\DT debate\NN of\IN its\PRP$ nomenclature\NN .\.
htd20049	Moving\VBG through\IN the\DT beautiful\JJ roads\NNS amidst\IN the\DT palm\NN trees\NNS along\IN the\DT sea\NN we\PRP reached\VBD the\DT wonderful\JJ land\NN of\IN Resorts\NNP World\NNP Sentosa\NNP built\VBD in\IN a\DT big\JJ land\NN mass\NN -LRB-\-LRB- almost\RB 124\CD acres\NNS -RRB-\-RRB- of\IN the\DT same\JJ Sentosa\NNP island\NN .\.
htd20050	After\IN reaching\VBG its\PRP$ grand\JJ hotel\NN Festive\NNP when\WRB the\DT convoy\NN of\IN Indian\JJ journalists\NNS got\VBD the\DT offer\NN to\TO visit\VB the\DT hotel\NN ,\, we\PRP could\MD not\RB understand\VB what\WP would\MD be\VB worth\JJ seeing\VBG in\IN some\DT hotel\NN .\.
htd20051	But\CC when\WRB we\PRP started\VBD we\PRP realized\VBD that\IN this\DT chain\NN of\IN four\CD hotels\NNS is\VBZ not\RB just\RB a\DT place\NN to\TO stay\VB .\.
htd20052	Even\RB an\DT entire\JJ day\NN is\VBZ not\RB sufficient\JJ to\TO understand\VB the\DT craft\NN of\IN the\DT rooms\NNS ,\, walls\NNS and\CC restaurants\NNS with\IN its\PRP$ various\JJ other\JJ specialities\NNS .\.
htd20053	Infront\NNP of\IN us\PRP was\VBD Singapore\NNP 's\POS new\JJ articulate\VBP picture\NN .\.
