ID	Value
htd4001	वन्य-प्राणियों\N_NN से\PSP समृद्ध\JJ हरित\JJ वनों\N_NN ,\RD_PUNC चाँदी\N_NN से\PSP चमकीले\N_NN निर्झरों\N_NN ,\RD_PUNC आकाश\N_NN की\PSP नीली\N_NNP आभा\N_NN समेटे\N_NN ताल\N_NN -\RD_PUNC तलैयों\N_NN ,\RD_PUNC शीतोष्ण\N_NN जल-धाराओं\N_NN और\CC_CCD ,\RD_PUNC जीवन-दायिनी\N_NN नदियों\N_NN से\PSP सुशोभित\JJ बिहार\N_NNP प्रदेश\N_NN प्रकृति-रूपा\N_NN रमणी\N_NNP की\PSP अँगूठी\N_NN में\PSP नगीने-सा\N_NN जड़ा\V_VM हुआ\V_VAUX है\V_VAUX ।\RD_PUNC
htd4002	प्राकृतिक\N_NN सुषमा\N_NN से\PSP सम्पन्न\N_NN बिहार\N_NNP प्रदेश\N_NN ने\PSP विश्‍व\N_NN के\PSP युग-धर्म\N_NN तथा\CC_CCD प्राचीन\N_NN और\CC_CCD आधुनिक\N_NN राजनीति\N_NN के\PSP क्षेत्र\N_NN में\PSP भी\RP_RPD क्रांतिकारी\N_NN परिवर्तन\N_NN लाने\V_VM में\PSP अग्रणी-भूमिका\N_NN निभाई\V_VM है\V_VAUX ।\RD_PUNC
htd4003	बिहार\N_NNP की\PSP पावन\N_NN धरती\N_NN से\PSP भगवान\N_NNP बुद्ध\N_NNP ,\RD_PUNC भगवान\N_NNP महावीर\N_NNP और\CC_CCD श्री\N_NNP गुरु\N_NNP गोविन्द\N_NNP सिंह\N_NNP जी\N_NN महाराज\N_NN ने\PSP विश्‍व\N_NN को\PSP नई\JJ दिशा\N_NN देने\V_VM वाले\PSP धर्मों\N_NN का\PSP प्रवर्तन\N_NN किया\V_VM ।\RD_PUNC
htd4004	सम्राट\N_NN चन्द्रगुप्त\N_NNP ,\RD_PUNC प्रियदर्शी\JJ अशोक\N_NNP महान\JJ तथा\CC_CCD शेरशाह\N_NNP सूरी\N_NNP ने\PSP यहीं\DM_DMD से\PSP आज\N_NST के\PSP समग्र\JJ भारत\N_NNP की\PSP रचना\N_NN की\V_VAUX ।\RD_PUNC
htd4005	राष्ट्रपिता\N_NNP महात्मा\N_NNP गाँधी\N_NNP ने\PSP बिहार\N_NNP आकर\N_NN देश\N_NN को\PSP विदेशी\N_NN दासता\N_NN से\PSP मुक्‍त\N_NN करने\N_NN का\PSP संग्राम\N_NN छेड़ा\V_VM ,\RD_PUNC तो\N_NN लोकनायक\N_NNP जयप्रकाश\N_NNP ने\PSP यहीं\DM_DMD से\PSP राष्ट्रीय\N_NN राजनीति\N_NN को\PSP एक\QT_QTC नई\JJ दिशा\N_NN दी\V_VM ।\RD_PUNC
htd4006	ऐसी\DM_DMD अनेक\JJ गाथाएँ\N_NN भारतवर्ष\N_NN के\PSP इतिहास\N_NN के\PSP पन्नों\N_NN में\PSP स्वर्णिम\N_NN अक्षरों\N_NN में\PSP उत्कीर्ण\N_NN हैं\V_VAUX ।\RD_PUNC
htd4007	उन\PR_PRP गाथाओं\N_NN के\PSP साक्षी\N_NNP स्वरूप\N_NN असंख्य\QT_QTF प्रतीक\N_NN ,\RD_PUNC भग्नावशेष\N_NN ,\RD_PUNC भवन\N_NN तथा\CC_CCD स्मारक\N_NN आज\N_NN भी\RP_RPD बिहार\N_NNP की\PSP धरती\N_NN पर\PSP दृश्‍यमान\N_NN हैं\V_VAUX ।\RD_PUNC
htd4008	ये\DM_DMD साक्षी\N_NN आने\V_VM वाले\PSP मेहमानों\N_NN को\PSP अपना\PR_PRF गौरवशाली\JJ अतीत\N_NN ,\RD_PUNC मौन\N_NN स्वर\N_NN में\PSP ही\RP_RPD सही\N_NN ,\RD_PUNC बताकर\N_NN ऐसा\DM_DMD चमत्कृत-सम्मोहित\N_NN कर\V_VM देते\V_VM हैं\V_VAUX कि\CC_CCS ,\RD_PUNC यहाँ\DM_DMD एकबार\N_NN आने\V_VM वाला\PSP बार-बार\N_NN आने\N_NN के\PSP लिए\PSP विवश\N_NN सा\PSP हो\V_VM जाता\V_VAUX है\V_VAUX ।\RD_PUNC
htd4009	पटना\N_NNP कैसे\DM_DMQ पहुँचा\V_VM जाए\V_VAUX ?\RD_PUNC
htd4010	पटना\N_NNP का\PSP निकटतम\N_NN हवाई\N_NN पत्तन\N_NN जयप्रकाश\N_NNP नारायण\N_NNP अन्तरराष्ट्रीय\N_NN विमान\N_NN पत्तन\N_NN ,\RD_PUNC पटना\N_NNP है\V_VAUX ।\RD_PUNC
htd4011	पटना\N_NNP के\PSP निकटतम\N_NN हवाई\N_NN पत्तन\N_NN ,\RD_PUNC अन्तरराष्ट्रीय\N_NN विमान\N_NN पत्तन\N_NN पटना\N_NNP और\CC_CCD अन्तराष्ट्रीय\N_NN विमान\N_NN पत्तन\N_NN गया\V_VM हैं\V_VAUX ।\RD_PUNC
htd4012	पटना\N_NNP का\PSP निकटतम\N_NN रेलवे\N_NN स्टेशन\N_NN पटना\N_NNP जंक्शन\N_NN (\RD_SYM दिल्ली-हावड़ा\N_NNP मुख्य\JJ रेल\N_NN मार्ग\N_NN )\RD_SYM है\V_VAUX ।\RD_PUNC
htd4013	पटना\N_NNP सड़क\N_NN मार्ग\N_NN से\PSP दिल्ली\N_NNP से\PSP -\RD_PUNC 1015\QT_QTC कि.मी.\N_NN ,\RD_PUNC कोलकाता\N_NNP से\PSP -\RD_PUNC 556\N_NN कि.मी.\N_NN ,\RD_PUNC मुम्बई\N_NNP से\PSP -\RD_PUNC 1802\QT_QTC कि.मी.\N_NN दूर\N_NN है\V_VAUX ।\RD_PUNC
htd4014	बिहार\N_NNP प्रदेश\N_NN की\PSP राजधानी\N_NN ’पटना’\N_NNP आज\N_NN जहाँ\PR_PRL है\V_VAUX ,\RD_PUNC वहाँ\DM_DMD कभी\DM_DMI इतिहास-प्रसिद्ध\N_NN मगध\N_NNP साम्राज्य\N_NN की\PSP राजधानी\N_NN पाटलिपुत्र\N_NNP हुआ\V_VM करती\V_VAUX थी\V_VAUX ।\RD_PUNC
htd4015	पटना\N_NNP शहर\N_NN अनेक\QT_QTF राजवंशों\N_NN के\PSP उद्‍भव-पराभव\N_NN का\PSP मूक\N_NN साक्षी\N_NN रहा\V_VM है\V_VAUX ।\RD_PUNC
htd4016	ईसा\QT_QTC पूर्व\N_NST छठी\QT_QTC सदी\QT_QTF से\PSP लेकर\V_VM ईसा\QT_QTC के\PSP बाद\N_NST पाँचवी\QT_QTC सदी\N_NN तक\PSP का\PSP प्रायः\N_NN एक\QT_QTC हजार\QT_QTF वर्षों\N_NN का\PSP समय\N_NN पटना\N_NNP शहर\N_NN का\PSP स्वर्णिम\JJ काल\N_NN रहा\V_VM है\V_VAUX ।\RD_PUNC
htd4017	मगध\N_NNP साम्राज्य\N_NN को\PSP सुरक्षित\N_NN करने\N_NN के\PSP उद्देश्य\N_NN से\PSP मगध-वंश\N_NNP के\PSP द्वितीय\QT_QTC शासक\N_NN अजातशत्रु\N_NNP ने\PSP गंगा\N_NNP नदी\N_NN के\PSP तट\N_NN पर\PSP अवस्थित\V_VM पाटलिग्राम\N_NNP में\PSP सर्वप्रथम\JJ एक\QT_QTC छोटे\JJ से\PSP किले\N_NN का\PSP निर्माण\N_NN कराया\V_VM था\V_VAUX ।\RD_PUNC
htd4018	यही\DM_DMD पाटलिग्राम\N_NNP आगे\N_NST चलकर\V_VM पाटलिपुत्र\N_NNP नामक\N_NN महानगर\N_NNP के\PSP रूप\N_NN में\PSP विकसित\V_VM हुआ\V_VAUX ।\RD_PUNC
htd4019	पाटलिग्राम\N_NNP से\PSP सिकन्दर\N_NNP के\PSP समकालीन\N_NN सम्राट\N_NN अशोक\N_NNP ,\RD_PUNC जिसने\PR_PRF बौद्ध\N_NNP धर्म\N_NN के\PSP प्रचार-प्रसार\N_NN में\PSP अनन्य\N_NN भूमिका\N_NN निभाई\V_VM थी\V_VAUX ,\RD_PUNC ने\PSP भारत\N_NNP वर्ष\N_NN पर\PSP शासन\N_NN किया\V_VM था\V_VAUX ।\RD_PUNC
htd4020	गुप्त\N_NNP तथा\N_NN शुंग\N_NNP वंश\N_NN के\PSP शासकों\N_NN का\PSP सत्ता\N_NN केन्द्र\N_NN भी\RP_RPD पाटलिपुत्र\N_NNP ही\RP_RPD रहा\V_VM ।\RD_PUNC
htd4021	अफगान\N_NNP शासक\N_NN शेरशाह\N_NNP सूरी\N_NNP (\RD_SYM 16वीं\QT_QTO सताब्दी\N_NN )\RD_SYM तथा\CC_CCD ,\RD_PUNC मुगल\N_NNP शासक\N_NN औरंगजेब\N_NNP के\PSP पोते\N_NN ,\RD_PUNC अज़ीमुश्शान\N_NNP (\RD_SYM 18वीं\QT_QTO शताब्दी\N_NN )\RD_SYM ,\RD_PUNC ने\PSP पटना\N_NNP शहर\N_NN को\PSP अज़ीमाबाद\N_NNP का\PSP नाम\N_NN दिया\V_VM था\V_VAUX ।\RD_PUNC
htd4022	अज़ीमुश्शान\N_NNP ने\PSP भी\RP_RPD पाटलिपुत्र\N_NNP को\PSP ही\RP_RPD अपनी\PR_PRF सत्ता\N_NN का\PSP केन्द्र\N_NN बनाया\V_VM था\V_VAUX ।\RD_PUNC
htd4023	प्राचीन\JJ पाटलिपुत्र\N_NNP के\PSP भग्नावशेष\N_NN पटना\N_NNP शहर\N_NN की\PSP सीमाओं\N_NN के\PSP अन्दर\N_NST आज\N_NN भी\RP_RPD देखे\V_VM जा\V_VAUX सकते\V_VAUX हैं\V_VAUX ।\RD_PUNC
htd4024	मधुमक्खी\N_NN के\PSP छत्ते\N_NN के\PSP आकार\JJ की\PSP 96\QT_QTC फीट\N_NN ऊँची\N_NN गोलघर\N_NN संरचना\N_NN का\PSP निर्माण\N_NN सन्\N_NN -\RD_PUNC 1786\QT_QTC (\RD_SYM जुलाई\N_NN )\RD_SYM में\PSP कैप्टन\N_NN ज़ॉन\N_NNP गार्स्‍टीन\N_NNP नाम\N_NN के\PSP एक\QT_QTC अंग्रेज\N_NN अधिकारी\N_NN ने\PSP कराया\V_VM था\V_VAUX ।\RD_PUNC
htd4025	पटना\N_NNP संग्रहालय\N_NN में\PSP मौर्य\N_NNP एवं\CC_CCD गुप्तकाल\N_NNP की\PSP धातु\N_NN तथा\CC_CCS प्रस्तर\N_NN से\PSP निर्मित\N_NN अनेक\QT_QTF कृतियाँ\N_NN संरक्षित\V_VM हैं\V_VAUX ।\RD_PUNC
htd4026	अरबी\N_NNP तथा\CC_CCD फारसी\N_NNP भाषाओं\N_NN में\PSP रचित\N_NN अनेक\QT_QTF प्राचीन\JJ तथा\CC_CCD दुर्लभ\N_NN पाण्डुलिपियाँ\N_NN बीसवीं\QT_QTO शताब्दी\QT_QTF में\PSP स्थापित\V_VM खुदा\N_NNP बख्श\N_NNP ओरियन्टल\N_NNP पब्लिक\N_NNP लायब्रेरी\N_NNP पुस्तकालय\N_NNP में\PSP सुरक्षित\V_VM रखी\V_VAUX गयी\V_VAUX हैं\V_VAUX ।\RD_PUNC
htd4027	खुदा\N_NNP बख्श\N_NNP ओरियन्टल\N_NNP पब्लिक\N_NNP लायब्रेरी\N_NNP भारत\N_NNP का\PSP एक\QT_QTC राष्ट्रीय\N_NN स्तर\N_NN का\PSP पुस्तकालय\N_NN है\V_VAUX ।\RD_PUNC
htd4028	पंजाब\N_NNP के\PSP महाराजा\N_NN रणजीत\N_NNP सिंह\N_NNP ने\PSP सिक्खों\N_NN के\PSP दसवें\QT_QTO धर्म-गुरु\N_NN श्री\N_NN गुरु\N_NNP गोविन्द\N_NNP सिंह\N_NNP जी\N_NN महाराज\N_NN के\PSP जन्मस्थान\N_NN पर\N_NN एक\QT_QTC तख्त\N_NN श्री\N_NN हरमन्दिर\N_NNP जी\N_NN साहेब\N_NN नाम\N_NN से\PSP भव्य\N_NN स्मारक\N_NN का\PSP निर्माण\V_VM कराया\V_VAUX था\V_VAUX ।\RD_PUNC
htd4029	तख्त\N_NN श्री\N_NN हरमन्दिर\N_NNP जी\N_NN साहेब\N_NN के\PSP नाम\N_NN से\PSP विख्यात\JJ ,\RD_PUNC यह\DM_DMD स्मारक\N_NN सिक्ख\N_NNP धर्मावलम्बियों\N_NN का\PSP एक\QT_QTC पवित्र\JJ तीर्थ\N_NN स्थान\N_NN है\V_VAUX ।\RD_PUNC
htd4030	इस\DM_DMD स्मारक\N_NN के\PSP अन्दर\N_NST श्री\N_NN गुरु\N_NN गोविन्द\N_NNP सिंह\N_NNP जी\N_NN महाराज\N_NN के\PSP निजी\N_NN उपयोग\JJ की\PSP कुछ\QT_QTF वस्तुएँ\N_NN पवित्रातापूर्वक\JJ सुरक्षित\V_VM रखी\V_VAUX गई\V_VAUX हैं\V_VAUX जिनकी\PR_PRP पूजा-अर्चना\JJ की\V_VM जाती\V_VAUX है\V_VAUX ।\RD_PUNC
htd4031	एक\QT_QTC अंग्रेज\JJ विद्वान\N_NN वैडल\N_NNP ने\PSP पुरातात्विक\N_NNP दृष्टि\N_NN से\PSP महत्वपूर्ण\JJ इस\DM_DMD अगमकुआँ\N_NN स्थल\N_NN के\PSP विषय\N_NN में\PSP अपनी\PR_PRF रिपोर्ट\N_NN में\PSP बताया\V_VM कि\CC_CCS -\RD_PUNC ``\RD_PUNC (\RD_SYM सम्राट\JJ अशोक\N_NNP के\PSP समय\N_NN का\PSP )\RD_SYM यह\DM_DMD शासकीय\JJ वध-स्थल\N_NN ,\RD_PUNC अथवा\CC_CCD राजसी\N_NNP रसोई-घर\N_NN का\PSP बाह्य\N_NST भाग\N_NN था\V_VAUX ``\RD_PUNC ।\RD_PUNC
htd4032	गहरा\JJ अगमकुआँ\N_NN कूप\N_NN वर्तमान\N_NN में\PSP हिंदु\N_NNP धर्मावलम्बियों\N_NN की\PSP श्रद्धा\N_NN का\PSP एक\QT_QTC केन्द्र\N_NN है\V_VAUX ,\RD_PUNC जिसकी\PR_PRL वे\DM_DMD पूजा\N_NN करते\V_VM हैं\V_VAUX ।\RD_PUNC
htd4033	अगमकुआँ\N_NNP के\PSP बगल\N_NST में\PSP ही\RP_RPD एक\QT_QTC मंदिर\N_NN है\V_VAUX ,\RD_PUNC जिसमें\PR_PRL शीतला\N_NNP माता\N_NN की\PSP आराधना-पूजा\JJ ख़सरा\N_NNP रोग\N_NN (\RD_SYM चेचक\N_NNP )\RD_SYM के\PSP निवारण\N_NN के\PSP लिए\PSP की\V_VM जाती\V_VAUX हैं\V_VAUX ।\RD_PUNC
