ID	Value
htd19001	The\DT ancient\JJ names\NNS of\IN Uttarkashi\NNP were\VBD also\RB Badahat\NNP and\CC Soumyakashi\NNP .\.
htd19002	After\IN becoming\VBG the\DT center\NN of\IN the\DT republic\NN this\DT city\NN became\VBD famous\JJ with\IN the\DT name\NN of\IN Uttarkashi\NNP .\.
htd19003	The\DT Ganges\NNP flows\VBZ here\RB northwards\RB therefore\RB it\PRP has\VBZ been\VBN called\VBN Uttarkashi\NNP .\.
htd19004	Like\IN the\DT Purvakashi\NNP Varanasi\NNP there\EX are\VBP several\JJ temples\NNS situated\VBN here\RB .\.
htd19005	Varanasi\NNP is\VBZ modern\JJ large\JJ city\NN with\IN huge\JJ population\NN ,\, magnificent\JJ buildings\NNS and\CC full\JJ of\IN noise\NN .\.
htd19006	Contrary\JJ to\TO this\DT Uttarkashi\NNP is\VBZ a\DT small\JJ town\NN nurtured\VBN with\IN clean\JJ ,\, peaceful\JJ ancient\JJ traditions\NNS of\IN the\DT Himalayas\NNPS .\.
htd19007	This\DT town\NN is\VBZ identified\VBN by\IN innumerous\JJ temples\NNS of\IN deities\NNS ,\, constant\JJ flow\NN of\IN the\DT Ganges\NNP ,\, samkirtanas\NNS of\IN the\DT ascetics\NNS -\: saints\NNS rapt\JJ in\IN devotion\NN and\CC clean\JJ environment\NN .\.
htd19008	Entering\VBG this\DT city\NN human\JJ heart\NN gets\VBZ filled\VBN with\IN religious\JJ emotion\NN .\.
htd19009	When\WRB a\DT hard-hearted\JJ person\NN enters\VBZ here\RB ,\, his\PRP$ heart\NN softens\VBZ .\.
htd19010	Angry\NNP Parashuram\NNP had\VBD made\VBN this\DT earth\NN bereft\JJ of\IN the\DT Kshatriyas\NNP 21\CD times\NNS .\.
htd19011	Lastly\RB in\IN the\DT very\RB same\JJ Varanavat\NNP region\NN ,\, he\PRP got\VBD peace\NN through\IN the\DT worship\NN of\IN Shiva\NNP and\CC his\PRP$ nature\NN became\VBD soft\JJ .\.
htd19012	In\IN the\DT ancient\JJ times\NNS ,\, this\DT region\NN was\VBD the\DT penance\NN place\NN of\IN several\JJ renowned\JJ saints\NNS .\.
htd19013	During\IN the\DT reign\NN of\IN Tehri\NNP kings\NNS laws\NNS were\VBD made\VBN to\TO construct\VB new\JJ temples\NNS .\.
htd19014	The\DT construction\NN of\IN temple\NN through\IN classical\JJ method\NN was\VBD made\VBN compulsory\JJ .\.
htd19015	The\DT expenses\NNS of\IN offerings\NNS and\CC prayers\NNS were\VBD borne\VBN by\IN the\DT Temple\NNP Committee\NNP .\.
