ID	Value
htd21001	Settled\VBN in\IN the\DT north\JJ direction\NN from\IN Mumbai\NNP the\DT `\`` Bordi\NNP '\'' is\VBZ a\DT pleasant\JJ tourist\NN spot\NN .\.
htd21002	The\DT sea\NN coast\NN of\IN Hahanubordi\NNP is\VBZ spread\VBN in\IN about\IN 17\CD kms\NNS .\.
htd21003	This\DT region\NN is\VBZ famous\JJ for\IN sapodilla\NN and\CC other\JJ fruits\NNS .\.
htd21004	Bordi\NNP residents\NNS are\VBP also\RB famous\JJ for\IN schools\NNS .\.
htd21005	The\DT Udwada\NNP place\NN of\IN the\DT Zoroastrian\JJ people\NNS can\MD be\VB seen\VBN from\IN here\RB .\.
htd21006	The\DT nearest\JJS airport\NN Mumbai\NNP is\VBZ 145\CD kms\NNS ,\, nearest\JJS railway\NN station\NN Gholwad\NNP is\VBZ 2\CD kms\NNS and\CC is\VBZ at\IN a\DT distance\NN of\IN 15\CD kms\NNS from\IN Dahanu\NNP Railway\NNP station\NN .\.
htd21007	For\IN the\DT roadways\NNS Bordi\NNP is\VBZ 145\CD kms\NNS from\IN Mumbai\NNP ,\, from\IN Dahanu\NNP Bordi\NNP is\VBZ 15\CD kms\NNS .\.
htd21008	A\DT small\JJ hill\NN station\NN Chikhaldara\NNP in\IN Vidarbha\NNP enchants\VBZ the\DT hearts\NNS of\IN tourists\NNS due\JJ to\TO its\PRP$ wild\JJ life\NN and\CC streams\NNS .\.
htd21009	Lions\NNS can\MD be\VB seen\VBN in\IN the\DT Kolkaz\NNP Dhakna\NNP National\NNP sub-forest\NN .\.
htd21010	The\DT Melghat\NNP Tiger\NNP Reserve\NNP is\VBZ also\RB in\IN the\DT same\JJ area\NN .\.
htd21011	The\DT Semahod\NNP Forest\NNP Lodge\NNP residence\NN arrangement\NN is\VBZ also\RB good\JJ .\.
htd21012	Chaitya\NN caves\NNS can\MD be\VB seen\VBN in\IN `\`` Karle\NNP '\'' as\RB well\RB with\IN which\WDT tourists\NNS can\MD have\VB a\DT glimpse\NN of\IN second\JJ century\NN BC\NNP .\.
htd21013	The\DT caves\NNS of\IN Bhajemove\NNP Bedsa\NNP can\MD also\RB be\VB seen\VBN nearby\RB which\WDT is\VBZ at\IN a\DT distance\NN of\IN 6\CD kms\NNS from\IN Karle\NNP .\.
htd21014	The\DT 18th\JJ century\NN forts\NNS of\IN Lohgarh\NNP are\VBP at\IN a\DT distance\NN of\IN 3\CD kms\NNS only\RB .\.
htd21015	Visiting\VBG place\NN the\DT colossal\JJ `\`` Balvan\NNP '\'' is\VBZ also\RB nearby\JJ .\.
htd21016	Khandala\NNP and\CC Lonawala\NNP hill\NN stations\NNS are\VBP also\RB nearby\JJ Karle\NNP .\.
htd21017	How\WRB to\TO reach\VB .\. The\DT nearest\JJS airport\NN Pune\NNP is\VBZ 56\CD kms\NNS .\.
htd21018	The\DT nearest\JJS railway\NN station\NN Malwali\NNP is\VBZ 2\CD kms\NNS but\CC Lonwala\NNP railway\NN station\NN at\IN a\DT distance\NN of\IN 10\CD kms\NNS is\VBZ more\RBR convinient\JJ .\.
htd21019	The\DT distance\NN of\IN Karle\NNP from\IN Mumbai\NNP through\IN roadways\NNS is\VBZ 144\CD kms\NNS and\CC from\IN Pune\NNP it\PRP is\VBZ 56\CD kms\NNS .\.
htd21020	Regular\JJ bus\NN services\NNS of\IN the\DT state\NN transport\NN coporation\NN are\VBP available\JJ for\IN Karle\NNP from\IN Lonawala\NNP .\.
htd21021	Khindse\JJ pond\NN located\VBN at\IN the\DT greenery\NN of\IN Ramtek\NNP Tekri\NNP can\MD only\RB be\VB called\VBN a\DT gem\NN .\.
htd21022	This\DT small\JJ but\CC attractive\JJ tourist\NN spot\NN is\VBZ good\JJ for\IN spending\NN holidays\NNS .\.
htd21023	Ramtek\NNP and\CC Kalidas\NNP memorials\NNS can\MD be\VB seen\VBN from\IN here\RB .\.
htd21024	Located\VBN at\IN a\DT height\NN of\IN 1372\CD metres\NNS from\IN the\DT sea\NN level\NN Mahabaleshwar\NNP is\VBZ the\DT most\RBS popular\JJ hill\NN station\NN of\IN Maharashtra\NNP .\.
htd21025	The\DT views\NNS of\IN the\DT nature\NN can\MD be\VB seen\VBN from\IN the\DT 30\CD View\NNP Point\NNP here\RB .\.
htd21026	In\IN the\DT clear\JJ water\NN of\IN Venna\NNP lake\NN one\CD gets\VBZ a\DT golden\JJ chance\NN to\TO enjoy\VB boating\VBG .\.
htd21027	One\CD gets\VBZ a\DT unique\JJ experience\NN with\IN the\DT adventurous\JJ view\NN of\IN Lingmala\NNP Falls\NNP .\.
